employee_id,period_start,attrition_in_3m,termination_date,risk_score_at_period,had_intervention_this_period
E00409,2024-07-01,0,,0.876244,1
E00410,2024-07-01,0,,0.80968,1
E00411,2024-07-01,0,,0.649978,0
E00412,2024-07-01,0,,0.731133,0
E00413,2024-07-01,0,,0.843988,0
E00414,2024-07-01,0,,0.664879,0
E00415,2024-07-01,0,,0.487574,0
E00417,2024-07-01,0,,0.588732,0
E00419,2024-07-01,0,,0.734538,0
E00420,2024-07-01,0,,0.550757,0
E00422,2024-07-01,0,,0.666855,0
E00423,2024-07-01,0,,0.692113,0
E00424,2024-07-01,0,,0.717826,0
E00425,2024-07-01,0,,0.712756,0
E00426,2024-07-01,0,,0.641122,0
E00428,2024-07-01,0,,0.69993,0
E00429,2024-07-01,0,,0.707175,0
E00430,2024-07-01,0,,0.801086,0
E00431,2024-07-01,0,,0.761207,0
E00432,2024-07-01,0,,0.660139,0
E00433,2024-07-01,0,,0.792947,1
E00434,2024-07-01,0,,0.759935,0
E00436,2024-07-01,0,,0.647788,0
E00437,2024-07-01,0,,0.765616,0
E00438,2024-07-01,0,,0.842275,1
E00439,2024-07-01,0,,0.752117,0
E00440,2024-07-01,0,,0.777003,0
E00441,2024-07-01,0,,0.730957,0
E00442,2024-07-01,0,,0.65287,0
E00443,2024-07-01,0,,0.695137,0
E00444,2024-07-01,0,,0.734561,0
E00446,2024-07-01,0,,0.823845,1
E00448,2024-07-01,1,2024-09-22,0.695521,0
E00449,2024-07-01,0,,0.599235,0
E00450,2024-07-01,0,,0.478319,0
E00451,2024-07-01,0,,0.591849,0
E00452,2024-07-01,0,,0.703408,0
E00453,2024-07-01,0,,0.60977,0
E00454,2024-07-01,0,,0.765673,1
E00455,2024-07-01,1,2024-08-11,0.777281,0
E00456,2024-07-01,0,,0.710355,0
E00457,2024-07-01,0,,0.434172,0
E00461,2024-07-01,0,,0.651544,0
E00462,2024-07-01,0,,0.568498,0
E00463,2024-07-01,0,,0.648864,0
E00465,2024-07-01,0,,0.763003,0
E00466,2024-07-01,0,,0.392292,0
E00467,2024-07-01,0,,0.704834,0
E00468,2024-07-01,0,,0.604028,0
E00473,2024-07-01,0,,0.778147,1
E00474,2024-07-01,0,,0.823658,1
E00476,2024-07-01,0,,0.74745,0
E00477,2024-07-01,0,,0.572533,0
E00478,2024-07-01,1,2024-09-08,0.812332,1
E00479,2024-07-01,0,,0.770382,0
E00480,2024-07-01,0,,0.755007,0
E00481,2024-07-01,0,,0.712263,0
E00483,2024-07-01,0,,0.806434,0
E00485,2024-07-01,0,,0.645514,0
E00486,2024-07-01,1,2024-08-30,0.718611,0
E00487,2024-07-01,0,,0.621666,0
E00489,2024-07-01,0,,0.804652,1
E00490,2024-07-01,0,,0.61295,0
E00491,2024-07-01,0,,0.705459,0
E00492,2024-07-01,0,,0.723459,0
E00493,2024-07-01,0,,0.751902,0
E00494,2024-07-01,0,,0.727527,0
E00495,2024-07-01,0,,0.744158,0
E00496,2024-07-01,0,,0.707499,0
E00497,2024-07-01,0,,0.781069,1
E00498,2024-07-01,1,2024-07-13,0.692347,0
E00499,2024-07-01,0,,0.75364,0
E00001,2024-08-01,0,,0.709944,0
E00002,2024-08-01,0,,0.545699,0
E00003,2024-08-01,0,,0.737267,0
E00004,2024-08-01,0,,0.670805,0
E00005,2024-08-01,0,,0.636326,0
E00007,2024-08-01,0,,0.632414,0
E00008,2024-08-01,0,,0.62221,0
E00009,2024-08-01,0,,0.836901,0
E00011,2024-08-01,0,,0.746491,0
E00012,2024-08-01,0,,0.818546,1
E00013,2024-08-01,0,,0.77627,0
E00014,2024-08-01,0,,0.613717,0
E00015,2024-08-01,0,,0.754605,0
E00016,2024-08-01,0,,0.781724,1
E00017,2024-08-01,0,,0.827695,1
E00018,2024-08-01,0,,0.711072,0
E00022,2024-08-01,0,,0.583944,0
E00023,2024-08-01,0,,0.649068,0
E00024,2024-08-01,1,2024-08-08,0.79373,1
E00025,2024-08-01,0,,0.508578,0
E00026,2024-08-01,0,,0.767847,0
E00027,2024-08-01,0,,0.550494,0
E00028,2024-08-01,0,,0.869775,1
E00029,2024-08-01,1,2024-09-18,0.743298,0
E00030,2024-08-01,0,,0.650878,0
E00031,2024-08-01,0,,0.718444,0
E00033,2024-08-01,0,,0.724158,0
E00035,2024-08-01,0,,0.743098,0
E00037,2024-08-01,0,,0.666784,0
E00038,2024-08-01,1,2024-10-10,0.804272,0
E00039,2024-08-01,0,,0.772792,0
E00041,2024-08-01,0,,0.715389,0
E00042,2024-08-01,0,,0.792941,0
E00043,2024-08-01,0,,0.691413,0
E00045,2024-08-01,0,,0.724369,0
E00046,2024-08-01,0,,0.709216,0
E00049,2024-08-01,0,,0.728036,0
E00050,2024-08-01,0,,0.788817,0
E00051,2024-08-01,0,,0.872569,0
E00052,2024-08-01,0,,0.765078,0
E00054,2024-08-01,0,,0.647208,0
E00056,2024-08-01,0,,0.545337,0
E00059,2024-08-01,0,,0.671721,0
E00060,2024-08-01,1,2024-08-16,0.732492,0
E00061,2024-08-01,0,,0.86262,1
E00062,2024-08-01,0,,0.670032,0
E00064,2024-08-01,1,2024-10-05,0.791211,0
E00065,2024-08-01,0,,0.704077,0
E00067,2024-08-01,0,,0.743413,0
E00069,2024-08-01,0,,0.801939,1
E00070,2024-08-01,0,,0.636129,0
E00071,2024-08-01,0,,0.675487,0
E00072,2024-08-01,0,,0.627726,0
E00073,2024-08-01,0,,0.66026,0
E00074,2024-08-01,0,,0.749781,0
E00078,2024-08-01,0,,0.851842,1
E00079,2024-08-01,0,,0.643766,0
E00080,2024-08-01,0,,0.753651,0
E00082,2024-08-01,0,,0.837647,1
E00084,2024-08-01,0,,0.54436,0
E00086,2024-08-01,0,,0.73048,0
E00087,2024-08-01,0,,0.706502,0
E00090,2024-08-01,0,,0.675176,0
E00091,2024-08-01,0,,0.611148,0
E00092,2024-08-01,0,,0.568213,0
E00094,2024-08-01,0,,0.473627,0
E00095,2024-08-01,0,,0.538699,0
E00099,2024-08-01,0,,0.633262,0
E00101,2024-08-01,0,,0.741376,0
E00102,2024-08-01,0,,0.811904,0
E00104,2024-08-01,0,,0.733334,0
E00106,2024-08-01,0,,0.70803,0
E00107,2024-08-01,0,,0.770945,0
E00109,2024-08-01,0,,0.803832,0
E00110,2024-08-01,0,,0.598441,0
E00111,2024-08-01,0,,0.74043,0
E00112,2024-08-01,0,,0.729938,0
E00114,2024-08-01,0,,0.756752,0
E00117,2024-08-01,0,,0.744349,0
E00118,2024-08-01,1,2024-08-18,0.779381,1
E00119,2024-08-01,0,,0.711838,0
E00120,2024-08-01,0,,0.62637,0
E00121,2024-08-01,0,,0.947406,0
E00122,2024-08-01,0,,0.681712,0
E00123,2024-08-01,0,,0.724022,0
E00124,2024-08-01,0,,0.666518,0
E00125,2024-08-01,0,,0.535912,0
E00126,2024-08-01,0,,0.459822,0
E00127,2024-08-01,0,,0.738483,0
E00128,2024-08-01,0,,0.604595,0
E00129,2024-08-01,0,,0.841092,1
E00130,2024-08-01,0,,0.821627,1
E00131,2024-08-01,0,,0.846434,1
E00133,2024-08-01,0,,0.858075,1
E00134,2024-08-01,0,,0.699877,0
E00135,2024-08-01,0,,0.671978,0
E00136,2024-08-01,0,,0.737468,0
E00137,2024-08-01,0,,0.836906,1
E00138,2024-08-01,0,,0.703086,0
E00139,2024-08-01,0,,0.6248,0
E00140,2024-08-01,0,,0.918572,0
E00141,2024-08-01,0,,0.82464,1
E00142,2024-08-01,0,,0.785817,0
E00143,2024-08-01,1,2024-09-19,0.881365,0
E00144,2024-08-01,0,,0.75628,0
E00145,2024-08-01,0,,0.62186,0
E00146,2024-08-01,0,,0.817884,0
E00147,2024-08-01,0,,0.735902,0
E00149,2024-08-01,0,,0.764424,0
E00150,2024-08-01,0,,0.732804,0
E00152,2024-08-01,0,,0.785679,0
E00156,2024-08-01,0,,0.664283,0
E00157,2024-08-01,0,,0.751214,0
E00158,2024-08-01,0,,0.454612,0
E00159,2024-08-01,0,,0.666907,0
E00160,2024-08-01,1,2024-10-20,0.817308,0
E00161,2024-08-01,0,,0.773698,0
E00162,2024-08-01,0,,0.602815,0
E00163,2024-08-01,0,,0.645869,0
E00165,2024-08-01,0,,0.771079,0
E00166,2024-08-01,0,,0.840616,0
E00167,2024-08-01,0,,0.756374,0
E00168,2024-08-01,0,,0.455937,0
E00169,2024-08-01,0,,0.711194,0
E00170,2024-08-01,0,,0.744699,0
E00171,2024-08-01,0,,0.673811,0
E00172,2024-08-01,0,,0.839799,0
E00173,2024-08-01,0,,0.665598,0
E00174,2024-08-01,0,,0.5756,0
E00175,2024-08-01,0,,0.735374,0
E00176,2024-08-01,0,,0.741665,0
E00177,2024-08-01,0,,0.743298,0
E00179,2024-08-01,0,,0.812303,1
E00180,2024-08-01,0,,0.578536,0
E00181,2024-08-01,0,,0.633371,0
E00182,2024-08-01,0,,0.778039,0
E00183,2024-08-01,0,,0.762819,0
E00184,2024-08-01,0,,0.669843,0
E00185,2024-08-01,0,,0.784407,0
E00186,2024-08-01,0,,0.686614,0
E00187,2024-08-01,0,,0.553561,0
E00188,2024-08-01,0,,0.751031,0
E00189,2024-08-01,0,,0.714284,0
E00193,2024-08-01,0,,0.539019,0
E00196,2024-08-01,1,2024-09-16,0.651666,0
E00199,2024-08-01,0,,0.608793,0
E00200,2024-08-01,0,,0.631648,0
E00202,2024-08-01,1,2024-08-18,0.691782,0
E00203,2024-08-01,0,,0.756281,0
E00204,2024-08-01,0,,0.684881,0
E00205,2024-08-01,0,,0.734339,0
E00206,2024-08-01,0,,0.637466,0
E00207,2024-08-01,0,,0.626704,0
E00209,2024-08-01,0,,0.838238,0
E00210,2024-08-01,0,,0.745303,0
E00213,2024-08-01,0,,0.837007,1
E00214,2024-08-01,1,2024-09-11,0.680784,0
E00215,2024-08-01,0,,0.581682,0
E00216,2024-08-01,0,,0.576663,0
E00217,2024-08-01,0,,0.782389,0
E00218,2024-08-01,0,,0.760271,0
E00219,2024-08-01,0,,0.808052,1
E00223,2024-08-01,0,,0.771076,0
E00224,2024-08-01,0,,0.795058,1
E00225,2024-08-01,0,,0.7826,1
E00226,2024-08-01,0,,0.787644,0
E00227,2024-08-01,0,,0.638235,0
E00228,2024-08-01,0,,0.835703,1
E00229,2024-08-01,0,,0.596739,0
E00230,2024-08-01,0,,0.811176,0
E00231,2024-08-01,0,,0.78646,0
E00232,2024-08-01,1,2024-09-01,0.567006,0
E00233,2024-08-01,0,,0.782785,0
E00235,2024-08-01,0,,0.822154,1
E00236,2024-08-01,0,,0.646511,0
E00237,2024-08-01,0,,0.688353,0
E00238,2024-08-01,0,,0.724175,0
E00239,2024-08-01,0,,0.526659,0
E00240,2024-08-01,0,,0.650072,0
E00241,2024-08-01,0,,0.709557,0
E00242,2024-08-01,0,,0.616167,0
E00243,2024-08-01,0,,0.832513,0
E00245,2024-08-01,0,,0.708298,0
E00246,2024-08-01,0,,0.909926,1
E00247,2024-08-01,0,,0.730492,0
E00248,2024-08-01,0,,0.830171,1
E00249,2024-08-01,0,,0.628091,0
E00250,2024-08-01,0,,0.728595,0
E00251,2024-08-01,0,,0.81535,1
E00252,2024-08-01,0,,0.64393,0
E00253,2024-08-01,0,,0.569891,0
E00257,2024-08-01,0,,0.685721,0
E00258,2024-08-01,1,2024-08-12,0.774293,0
E00259,2024-08-01,0,,0.631119,0
E00260,2024-08-01,0,,0.560617,0
E00262,2024-08-01,0,,0.45725,0
E00263,2024-08-01,0,,0.664214,0
E00265,2024-08-01,0,,0.691751,0
E00266,2024-08-01,0,,0.68868,0
E00267,2024-08-01,0,,0.77629,0
E00269,2024-08-01,0,,0.500253,0
E00270,2024-08-01,0,,0.631863,0
E00273,2024-08-01,0,,0.772086,0
E00276,2024-08-01,1,2024-10-24,0.801581,1
E00279,2024-08-01,0,,0.661825,0
E00283,2024-08-01,0,,0.675478,0
E00284,2024-08-01,0,,0.623385,0
E00292,2024-08-01,0,,0.677394,0
E00293,2024-08-01,0,,0.720216,0
E00296,2024-08-01,0,,0.703089,0
E00299,2024-08-01,0,,0.662371,0
E00300,2024-08-01,0,,0.635353,0
E00301,2024-08-01,0,,0.692743,0
E00303,2024-08-01,0,,0.55648,0
E00304,2024-08-01,0,,0.918566,1
E00305,2024-08-01,0,,0.566185,0
E00306,2024-08-01,0,,0.815492,1
E00307,2024-08-01,0,,0.685434,0
E00308,2024-08-01,0,,0.683445,0
E00309,2024-08-01,0,,0.732871,0
E00310,2024-08-01,0,,0.674571,0
E00311,2024-08-01,0,,0.617672,0
E00312,2024-08-01,0,,0.721473,0
E00313,2024-08-01,0,,0.864142,1
E00316,2024-08-01,0,,0.581126,0
E00317,2024-08-01,0,,0.679585,0
E00319,2024-08-01,0,,0.483443,0
E00320,2024-08-01,0,,0.896576,1
E00323,2024-08-01,0,,0.789571,0
E00326,2024-08-01,0,,0.546407,0
E00327,2024-08-01,0,,0.762499,0
E00328,2024-08-01,0,,0.661141,0
E00329,2024-08-01,0,,0.666703,0
E00330,2024-08-01,0,,0.658374,0
E00332,2024-08-01,0,,0.484354,0
E00334,2024-08-01,0,,0.683624,0
E00336,2024-08-01,0,,0.551216,0
E00337,2024-08-01,0,,0.78775,0
E00338,2024-08-01,0,,0.671291,0
E00339,2024-08-01,1,2024-08-17,0.73489,0
E00340,2024-08-01,0,,0.863383,1
E00341,2024-08-01,0,,0.716403,0
E00342,2024-08-01,0,,0.789501,1
E00343,2024-08-01,0,,0.568868,0
E00344,2024-08-01,0,,0.692525,0
E00345,2024-08-01,0,,0.793133,1
E00346,2024-08-01,0,,0.750199,0
E00347,2024-08-01,0,,0.734388,0
E00348,2024-08-01,0,,0.67933,0
E00349,2024-08-01,0,,0.836516,1
E00351,2024-08-01,0,,0.672863,0
E00353,2024-08-01,0,,0.683002,0
E00354,2024-08-01,0,,0.851811,1
E00355,2024-08-01,0,,0.723887,0
E00356,2024-08-01,0,,0.648006,0
E00357,2024-08-01,0,,0.3774,0
E00358,2024-08-01,0,,0.720174,0
E00361,2024-08-01,1,2024-09-05,0.581889,0
E00362,2024-08-01,1,2024-10-02,0.696515,0
E00363,2024-08-01,0,,0.651213,0
E00365,2024-08-01,0,,0.679251,0
E00366,2024-08-01,0,,0.451595,0
E00367,2024-08-01,0,,0.788789,1
E00368,2024-08-01,0,,0.67073,0
E00369,2024-08-01,0,,0.736437,0
E00371,2024-08-01,0,,0.626164,0
E00372,2024-08-01,0,,0.637918,0
E00373,2024-08-01,0,,0.698606,0
E00374,2024-08-01,0,,0.735424,0
E00375,2024-08-01,0,,0.661904,0
E00376,2024-08-01,0,,0.772665,0
E00377,2024-08-01,0,,0.575573,0
E00378,2024-08-01,0,,0.744814,0
E00379,2024-08-01,0,,0.726995,0
E00381,2024-08-01,0,,0.620505,0
E00383,2024-08-01,0,,0.609379,0
E00384,2024-08-01,0,,0.548705,0
E00385,2024-08-01,0,,0.776776,0
E00386,2024-08-01,0,,0.897224,1
E00387,2024-08-01,0,,0.592548,0
E00390,2024-08-01,0,,0.854784,1
E00391,2024-08-01,1,2024-08-15,0.756951,0
E00393,2024-08-01,0,,0.698846,0
E00394,2024-08-01,0,,0.58171,0
E00396,2024-08-01,0,,0.693935,0
E00400,2024-08-01,0,,0.852107,1
E00402,2024-08-01,0,,0.685197,0
E00403,2024-08-01,0,,0.745883,0
E00405,2024-08-01,0,,0.745642,0
E00409,2024-08-01,0,,0.757144,0
E00410,2024-08-01,0,,0.803137,1
E00411,2024-08-01,1,2024-09-28,0.775855,0
E00412,2024-08-01,0,,0.810565,1
E00413,2024-08-01,0,,0.843736,1
E00414,2024-08-01,0,,0.764224,1
E00415,2024-08-01,0,,0.560728,0
E00417,2024-08-01,1,2024-10-11,0.597745,0
E00419,2024-08-01,0,,0.729758,0
E00420,2024-08-01,0,,0.820517,0
E00422,2024-08-01,0,,0.625343,0
E00423,2024-08-01,0,,0.794313,0
E00424,2024-08-01,0,,0.764405,0
E00425,2024-08-01,1,2024-08-22,0.794013,0
E00426,2024-08-01,0,,0.513376,0
E00428,2024-08-01,0,,0.728291,0
E00429,2024-08-01,0,,0.825117,1
E00430,2024-08-01,0,,0.702249,0
E00431,2024-08-01,0,,0.747774,0
E00432,2024-08-01,0,,0.726427,0
E00433,2024-08-01,0,,0.677245,0
E00434,2024-08-01,0,,0.644744,0
E00436,2024-08-01,0,,0.628752,0
E00437,2024-08-01,0,,0.569499,0
E00438,2024-08-01,0,,0.843024,1
E00439,2024-08-01,0,,0.688495,0
E00440,2024-08-01,0,,0.677983,0
E00441,2024-08-01,0,,0.817967,1
E00442,2024-08-01,1,2024-08-21,0.780495,0
E00443,2024-08-01,1,2024-10-09,0.652261,0
E00444,2024-08-01,0,,0.721184,0
E00446,2024-08-01,0,,0.667227,0
E00449,2024-08-01,1,2024-10-25,0.655153,0
E00450,2024-08-01,0,,0.625566,0
E00451,2024-08-01,0,,0.813627,1
E00452,2024-08-01,0,,0.734232,0
E00453,2024-08-01,0,,0.738125,0
E00454,2024-08-01,0,,0.745433,0
E00456,2024-08-01,0,,0.614739,0
E00457,2024-08-01,0,,0.54092,0
E00461,2024-08-01,0,,0.56817,0
E00462,2024-08-01,1,2024-09-25,0.772464,0
E00463,2024-08-01,0,,0.813346,1
E00465,2024-08-01,0,,0.784913,0
E00466,2024-08-01,0,,0.442275,0
E00467,2024-08-01,0,,0.848502,0
E00468,2024-08-01,0,,0.690995,0
E00473,2024-08-01,0,,0.771096,0
E00474,2024-08-01,0,,0.685743,0
E00476,2024-08-01,0,,0.814189,1
E00477,2024-08-01,0,,0.645948,0
E00479,2024-08-01,0,,0.733371,0
E00480,2024-08-01,0,,0.685207,0
E00481,2024-08-01,1,2024-10-22,0.624513,0
E00483,2024-08-01,0,,0.741146,0
E00485,2024-08-01,0,,0.718033,0
E00487,2024-08-01,0,,0.566356,0
E00489,2024-08-01,0,,0.844058,1
E00490,2024-08-01,0,,0.599347,0
E00491,2024-08-01,0,,0.709923,0
E00492,2024-08-01,1,2024-08-29,0.647985,0
E00493,2024-08-01,0,,0.55933,0
E00494,2024-08-01,0,,0.757413,0
E00495,2024-08-01,0,,0.755297,0
E00496,2024-08-01,0,,0.763361,0
E00497,2024-08-01,0,,0.713734,0
E00499,2024-08-01,0,,0.826761,0
E00001,2024-09-01,0,,0.727369,0
E00002,2024-09-01,0,,0.525719,0
E00003,2024-09-01,0,,0.753051,0
E00004,2024-09-01,0,,0.785113,0
E00005,2024-09-01,0,,0.785959,1
E00007,2024-09-01,0,,0.699191,0
E00008,2024-09-01,0,,0.509733,0
E00009,2024-09-01,0,,0.749759,0
E00011,2024-09-01,0,,0.742143,0
E00012,2024-09-01,0,,0.868427,1
E00013,2024-09-01,0,,0.696403,0
E00014,2024-09-01,0,,0.50897,0
E00015,2024-09-01,0,,0.709953,0
E00016,2024-09-01,1,2024-11-21,0.830231,0
E00017,2024-09-01,0,,0.686323,0
E00018,2024-09-01,0,,0.565769,0
E00022,2024-09-01,0,,0.451375,0
E00023,2024-09-01,0,,0.654991,0
E00025,2024-09-01,0,,0.857563,1
E00026,2024-09-01,0,,0.670662,0
E00027,2024-09-01,0,,0.693499,0
E00028,2024-09-01,0,,0.771301,1
E00030,2024-09-01,0,,0.8007,1
E00031,2024-09-01,0,,0.767555,0
E00033,2024-09-01,0,,0.740025,0
E00035,2024-09-01,0,,0.549273,0
E00037,2024-09-01,0,,0.603551,0
E00039,2024-09-01,0,,0.595741,0
E00041,2024-09-01,0,,0.532941,0
E00042,2024-09-01,0,,0.74861,0
E00043,2024-09-01,0,,0.787784,1
E00045,2024-09-01,0,,0.859836,0
E00046,2024-09-01,0,,0.764985,0
E00049,2024-09-01,0,,0.673729,0
E00050,2024-09-01,0,,0.824392,0
E00051,2024-09-01,0,,0.721642,0
E00052,2024-09-01,0,,0.821492,1
E00054,2024-09-01,0,,0.528095,0
E00056,2024-09-01,0,,0.691723,0
E00059,2024-09-01,0,,0.628912,0
E00061,2024-09-01,0,,0.835106,1
E00062,2024-09-01,0,,0.626067,0
E00065,2024-09-01,0,,0.747285,0
E00067,2024-09-01,0,,0.776786,0
E00069,2024-09-01,0,,0.727158,0
E00070,2024-09-01,0,,0.740651,0
E00071,2024-09-01,0,,0.681464,0
E00072,2024-09-01,0,,0.681589,0
E00073,2024-09-01,0,,0.842483,0
E00074,2024-09-01,0,,0.616133,0
E00078,2024-09-01,0,,0.655222,0
E00079,2024-09-01,0,,0.770147,0
E00080,2024-09-01,1,2024-10-18,0.717009,0
E00082,2024-09-01,0,,0.714533,0
E00084,2024-09-01,0,,0.623169,0
E00086,2024-09-01,0,,0.665103,0
E00087,2024-09-01,0,,0.639767,0
E00090,2024-09-01,0,,0.708411,0
E00091,2024-09-01,0,,0.669592,0
E00092,2024-09-01,0,,0.607364,0
E00094,2024-09-01,0,,0.466241,0
E00095,2024-09-01,0,,0.690878,0
E00099,2024-09-01,0,,0.580181,0
E00101,2024-09-01,0,,0.665594,0
E00102,2024-09-01,1,2024-11-26,0.79088,1
E00104,2024-09-01,0,,0.625177,0
E00106,2024-09-01,0,,0.713467,0
E00107,2024-09-01,0,,0.785114,1
E00109,2024-09-01,1,2024-10-24,0.857113,1
E00110,2024-09-01,0,,0.726107,0
E00111,2024-09-01,0,,0.704506,0
E00112,2024-09-01,1,2024-11-26,0.621827,0
E00114,2024-09-01,0,,0.472062,0
E00117,2024-09-01,0,,0.770892,0
E00119,2024-09-01,0,,0.844986,1
E00120,2024-09-01,0,,0.619152,0
E00121,2024-09-01,0,,0.796498,0
E00122,2024-09-01,0,,0.575785,0
E00123,2024-09-01,0,,0.758133,0
E00124,2024-09-01,0,,0.540676,0
E00125,2024-09-01,0,,0.678486,0
E00126,2024-09-01,0,,0.573484,0
E00127,2024-09-01,0,,0.794737,0
E00128,2024-09-01,0,,0.634385,0
E00129,2024-09-01,0,,0.746004,0
E00130,2024-09-01,0,,0.860795,1
E00131,2024-09-01,0,,0.845894,0
E00133,2024-09-01,0,,0.77203,0
E00134,2024-09-01,0,,0.725099,0
E00135,2024-09-01,0,,0.676503,0
E00136,2024-09-01,0,,0.630431,0
E00137,2024-09-01,0,,0.661405,0
E00138,2024-09-01,1,2024-09-10,0.772757,0
E00139,2024-09-01,0,,0.739374,0
E00140,2024-09-01,0,,0.595503,0
E00141,2024-09-01,0,,0.744122,0
E00142,2024-09-01,0,,0.693056,0
E00144,2024-09-01,0,,0.692419,0
E00145,2024-09-01,0,,0.507383,0
E00146,2024-09-01,0,,0.815084,1
E00147,2024-09-01,0,,0.743333,0
E00149,2024-09-01,0,,0.860233,1
E00150,2024-09-01,1,2024-10-23,0.73649,0
E00152,2024-09-01,0,,0.691396,0
E00156,2024-09-01,0,,0.720363,0
E00157,2024-09-01,0,,0.662202,0
E00158,2024-09-01,0,,0.720111,0
E00159,2024-09-01,0,,0.776437,0
E00161,2024-09-01,0,,0.866954,1
E00162,2024-09-01,0,,0.599956,0
E00163,2024-09-01,0,,0.689722,0
E00165,2024-09-01,0,,0.777966,1
E00166,2024-09-01,0,,0.617278,0
E00167,2024-09-01,0,,0.75422,0
E00168,2024-09-01,0,,0.605973,0
E00169,2024-09-01,0,,0.772553,1
E00170,2024-09-01,0,,0.691396,0
E00171,2024-09-01,0,,0.788795,1
E00172,2024-09-01,0,,0.715745,0
E00173,2024-09-01,0,,0.701919,0
E00174,2024-09-01,0,,0.619136,0
E00175,2024-09-01,0,,0.79006,0
E00176,2024-09-01,0,,0.792275,1
E00177,2024-09-01,0,,0.748369,0
E00179,2024-09-01,0,,0.648332,0
E00180,2024-09-01,0,,0.484065,0
E00181,2024-09-01,0,,0.727636,0
E00182,2024-09-01,0,,0.752571,0
E00183,2024-09-01,0,,0.609336,0
E00184,2024-09-01,0,,0.735233,0
E00185,2024-09-01,1,2024-09-29,0.81481,0
E00186,2024-09-01,0,,0.629257,0
E00187,2024-09-01,0,,0.612655,0
E00188,2024-09-01,0,,0.756624,0
E00189,2024-09-01,0,,0.691766,0
E00193,2024-09-01,0,,0.306576,0
E00199,2024-09-01,0,,0.67421,0
E00200,2024-09-01,0,,0.690455,0
E00203,2024-09-01,0,,0.809772,0
E00204,2024-09-01,0,,0.663834,0
E00205,2024-09-01,0,,0.695017,0
E00206,2024-09-01,0,,0.672619,0
E00207,2024-09-01,0,,0.517131,0
E00209,2024-09-01,0,,0.786057,0
E00210,2024-09-01,0,,0.65962,0
E00213,2024-09-01,0,,0.740603,0
E00215,2024-09-01,0,,0.592619,0
E00216,2024-09-01,0,,0.71425,0
E00217,2024-09-01,0,,0.718014,0
E00218,2024-09-01,0,,0.855921,0
E00219,2024-09-01,0,,0.788901,1
E00223,2024-09-01,0,,0.709529,0
E00224,2024-09-01,0,,0.753513,0
E00225,2024-09-01,0,,0.690777,0
E00226,2024-09-01,0,,0.720168,0
E00227,2024-09-01,0,,0.738981,0
E00228,2024-09-01,0,,0.68118,0
E00229,2024-09-01,0,,0.436426,0
E00230,2024-09-01,0,,0.826824,1
E00231,2024-09-01,1,2024-10-01,0.626449,0
E00233,2024-09-01,0,,0.727321,0
E00235,2024-09-01,0,,0.756372,0
E00236,2024-09-01,0,,0.838416,0
E00237,2024-09-01,0,,0.677616,0
E00238,2024-09-01,0,,0.838312,1
E00239,2024-09-01,0,,0.620025,0
E00240,2024-09-01,0,,0.666696,0
E00241,2024-09-01,0,,0.542885,0
E00242,2024-09-01,0,,0.673461,0
E00243,2024-09-01,0,,0.702898,0
E00245,2024-09-01,0,,0.855091,1
E00246,2024-09-01,0,,0.83887,1
E00247,2024-09-01,0,,0.834045,1
E00248,2024-09-01,0,,0.75684,0
E00249,2024-09-01,0,,0.633133,0
E00250,2024-09-01,0,,0.765936,0
E00251,2024-09-01,0,,0.723686,0
E00252,2024-09-01,0,,0.708387,0
E00253,2024-09-01,0,,0.751826,0
E00257,2024-09-01,0,,0.734513,0
E00259,2024-09-01,0,,0.558915,0
E00260,2024-09-01,0,,0.689507,0
E00262,2024-09-01,0,,0.583233,0
E00263,2024-09-01,0,,0.736169,0
E00265,2024-09-01,0,,0.73867,0
E00266,2024-09-01,0,,0.817772,1
E00267,2024-09-01,0,,0.826722,1
E00269,2024-09-01,0,,0.804559,1
E00270,2024-09-01,0,,0.701011,0
E00273,2024-09-01,0,,0.766871,0
E00279,2024-09-01,0,,0.762547,0
E00283,2024-09-01,0,,0.713797,0
E00284,2024-09-01,1,2024-10-24,0.553139,0
E00292,2024-09-01,0,,0.701581,0
E00293,2024-09-01,0,,0.698767,0
E00296,2024-09-01,0,,0.742179,0
E00299,2024-09-01,0,,0.634328,0
E00300,2024-09-01,0,,0.742669,0
E00301,2024-09-01,0,,0.73988,0
E00303,2024-09-01,0,,0.515862,0
E00304,2024-09-01,0,,0.766291,0
E00305,2024-09-01,0,,0.672291,0
E00306,2024-09-01,0,,0.762277,0
E00307,2024-09-01,0,,0.74891,0
E00308,2024-09-01,0,,0.586692,0
E00309,2024-09-01,0,,0.703419,0
E00310,2024-09-01,0,,0.769162,0
E00311,2024-09-01,0,,0.684057,0
E00312,2024-09-01,0,,0.624502,0
E00313,2024-09-01,0,,0.873615,1
E00316,2024-09-01,0,,0.454567,0
E00317,2024-09-01,0,,0.764691,0
E00319,2024-09-01,0,,0.624204,0
E00320,2024-09-01,0,,0.812466,1
E00323,2024-09-01,0,,0.563985,0
E00326,2024-09-01,0,,0.378675,0
E00327,2024-09-01,0,,0.768885,0
E00328,2024-09-01,0,,0.748632,0
E00329,2024-09-01,0,,0.696049,0
E00330,2024-09-01,0,,0.763701,0
E00332,2024-09-01,0,,0.650267,0
E00334,2024-09-01,0,,0.612594,0
E00336,2024-09-01,0,,0.58284,0
E00337,2024-09-01,0,,0.712582,0
