employee_id,period_start,business_unit_id,job_family,job_level,tenure_years,engagement_score,performance_rating,compa_ratio,workload_index,manager_change_flag,attrition_risk_score,attrition_in_3m,termination_date,had_intervention_this_period,base_salary,replacement_cost_estimate,intervention_type,intervention_cost,expected_mechanism
E00256,2024-11-01,BU02,IT,IC1,10.042,0.549,3.53,1.044,0.609,0,,,,,69018,56833.34,,,
E00257,2024-11-01,BU04,IT,IC1,6.053,0.752,3.62,1.22,0.641,0,,0.0,,0.0,94396,124510.87,,,
E00258,2024-01-01,BU01,IT,IC1,6.708,0.565,2.87,0.6,0.478,0,,0.0,,1.0,56093,57199.15,comp_adjustment,5000.0,reduce_comp_gap
E00259,2024-11-01,BU03,IT,IC1,0.4,0.493,2.99,1.508,0.366,0,,0.0,,0.0,122793,51203.51,,,
E00260,2024-11-01,BU09,IT,IC1,4.37,0.62,3.67,1.226,0.743,0,,0.0,,0.0,79727,111362.61,,,
E00261,2024-11-01,BU07,IT,IC1,2.626,0.523,3.69,0.6,0.494,0,,,,,24755,126546.51,,,
E00262,2024-11-01,BU07,IT,IC1,2.001,0.497,3.31,1.6,0.582,0,,0.0,,0.0,112446,150158.27,,,
E00263,2024-11-01,BU04,IT,IC1,8.715,0.663,2.79,0.669,0.695,0,,0.0,,0.0,45778,125070.99,,,
E00264,2024-11-01,BU02,IT,IC1,7.869,0.45,3.84,0.6,0.529,0,,,,,41692,127025.0,,,
E00265,2024-11-01,BU04,IT,IC1,8.797,0.536,3.86,0.915,0.617,1,,0.0,,0.0,71921,64204.71,,,
E00266,2024-11-01,BU06,IT,IC1,7.373,0.615,3.36,0.6,0.509,0,,0.0,,0.0,32586,95385.89,,,
E00267,2024-11-01,BU03,IT,IC1,2.916,0.528,3.25,0.6,0.255,0,,0.0,,0.0,46938,50752.84,,,
E00268,2024-11-01,BU01,IT,IC1,5.448,0.667,3.36,1.328,0.47,0,,,,,103258,40595.37,,,
E00269,2024-11-01,BU08,IT,IC1,2.927,0.519,3.64,0.971,0.533,0,,0.0,,0.0,72742,139555.09,,,
E00270,2024-11-01,BU05,IT,IC1,10.125,0.67,3.88,0.752,0.551,0,,0.0,,0.0,79561,71254.94,,,
E00271,2024-11-01,BU05,IT,IC1,3.786,0.622,3.84,0.6,0.627,0,,,,,47576,148086.2,,,
E00272,2024-01-01,BU04,IT,IC1,7.324,0.583,2.88,0.6,0.722,0,,0.0,,1.0,34946,164667.22,comp_adjustment,5000.0,reduce_comp_gap
E00273,2024-11-01,BU06,IT,IC1,0.454,0.568,3.31,0.662,0.528,0,,0.0,,0.0,76679,75677.24,,,
E00274,2024-11-01,BU03,IT,IC1,10.497,0.539,2.99,1.299,0.515,0,,,,,82917,130426.54,,,
E00275,2024-11-01,BU09,IT,IC1,3.748,0.501,3.08,0.815,0.51,0,,,,,81613,74265.73,,,
E00276,2024-11-01,BU05,IT,IC1,6.982,0.499,2.95,0.752,0.639,0,,,,,64420,43576.79,,,
E00277,2024-11-01,BU03,IT,IC1,5.613,0.596,4.06,0.6,0.457,0,,,,,42682,105705.76,,,
E00278,2024-11-01,BU01,IT,IC1,3.321,0.477,2.75,1.6,0.548,0,,,,,140536,80905.11,,,
E00279,2024-11-01,BU10,IT,IC1,7.414,0.621,3.94,0.658,0.389,0,,0.0,,0.0,70822,82033.7,,,
E00280,2024-11-01,BU06,IT,IC1,7.893,0.624,3.98,0.87,0.636,0,,,,,56339,243246.32,,,
E00281,2024-11-01,BU02,IT,IC1,2.724,0.407,3.14,0.923,0.452,0,,,,,56426,50326.64,,,
E00282,2024-11-01,BU03,IT,IC1,8.37,0.57,2.6,0.614,0.416,0,,,,,63093,118802.47,manager_coaching,1200.0,improve_manager_experience
E00283,2024-11-01,BU01,IT,IC1,2.713,0.515,3.08,1.125,0.513,0,,0.0,,0.0,87061,63911.99,,,
E00284,2024-11-01,BU09,IT,IC1,9.747,0.6,2.71,0.961,0.47,0,,,,,63983,150488.67,retention_bonus,3500.0,short_term_retention
E00285,2024-11-01,BU08,IT,IC1,9.676,0.64,3.32,0.664,0.566,0,,,,,80860,114372.91,,,
E00286,2024-11-01,BU02,IT,IC1,9.002,0.64,3.36,0.805,0.54,0,,,,,63132,118614.07,,,
E00287,2024-11-01,BU08,IT,IC1,5.613,0.723,2.94,0.6,0.513,0,,,,,57565,65363.88,,,
E00288,2024-11-01,BU09,IT,IC1,8.69,0.471,3.03,0.663,0.541,0,,,,,74940,70856.42,retention_bonus,3500.0,short_term_retention
E00289,2024-11-01,BU01,IT,IC1,2.513,0.556,3.54,0.678,0.467,0,,,,,73950,151780.12,,,
E00290,2024-11-01,BU05,IT,IC1,7.121,0.555,2.99,0.663,0.315,0,,,,,56423,221856.14,,,
E00291,2024-11-01,BU08,IT,IC1,10.404,0.641,3.5,0.6,0.665,0,,,,,46064,124127.43,,,
E00292,2024-11-01,BU02,IT,IC1,7.814,0.775,3.6,1.046,0.583,0,,0.0,,0.0,67481,66775.14,,,
E00293,2024-11-01,BU04,IT,IC1,10.253,0.573,3.79,0.628,0.602,0,,0.0,,0.0,61539,116476.85,,,
E00294,2024-11-01,BU07,IT,IC1,5.854,0.631,3.37,0.748,0.379,0,,,,,49306,298130.89,,,
E00295,2024-11-01,BU03,IT,IC1,7.277,0.609,3.51,0.6,0.637,0,,,,,44585,104716.89,,,
E00296,2024-11-01,BU05,IT,IC1,3.08,0.498,3.32,0.879,0.569,0,,0.0,,0.0,69125,193059.53,,,
E00297,2024-01-01,BU08,IT,IC1,3.608,0.535,3.16,0.6,0.615,0,,0.0,,1.0,72586,71666.4,comp_adjustment,5000.0,reduce_comp_gap
E00298,2024-11-01,BU10,IT,IC1,4.775,0.513,3.61,0.6,0.496,0,,,,,52785,98123.95,,,
E00299,2024-11-01,BU03,IT,IC1,8.433,0.59,3.13,0.799,0.695,0,,0.0,,0.0,48875,132154.87,,,
E00300,2024-11-01,BU04,IT,IC1,10.568,0.57,2.89,0.706,0.518,0,,0.0,,1.0,44775,119577.89,retention_bonus,3500.0,short_term_retention
E00301,2024-11-01,BU09,IT,IC1,10.029,0.589,4.1,0.734,0.551,0,,0.0,,0.0,68445,70830.9,,,
E00302,2024-11-01,BU07,IT,IC1,0.186,0.64,3.62,0.616,0.315,0,,,,,45189,69469.47,,,
E00303,2024-11-01,BU01,IT,IC1,8.797,0.566,3.97,1.6,0.559,0,,0.0,,0.0,131189,156006.58,,,
E00304,2024-11-01,BU04,IT,IC1,5.076,0.545,3.07,0.6,0.548,0,,0.0,,0.0,51865,170949.48,,,
E00305,2024-11-01,BU04,IT,IC1,4.83,0.544,3.44,0.6,0.149,0,,0.0,,0.0,25621,197479.5,,,
E00306,2024-11-01,BU09,IT,IC1,4.871,0.522,3.74,0.6,0.555,0,,0.0,,0.0,59245,225188.74,,,
E00307,2024-11-01,BU06,IT,IC1,5.588,0.717,3.16,0.899,0.631,0,,0.0,,0.0,58363,106245.13,,,
E00308,2024-11-01,BU09,IT,IC1,5.18,0.507,3.8,1.21,0.599,0,,0.0,,0.0,88354,86932.38,,,
E00309,2024-11-01,BU06,IT,IC1,8.465,0.458,3.39,0.855,0.697,0,,,,,66227,183665.49,,,
E00310,2024-11-01,BU06,IT,IC1,5.73,0.577,3.09,0.6,0.419,0,,0.0,,0.0,44719,137834.18,,,
E00311,2024-11-01,BU05,IT,IC1,3.417,0.607,3.06,0.632,0.494,0,,0.0,,0.0,54164,64268.22,,,
E00312,2024-11-01,BU05,IT,IC1,0.498,0.532,3.8,0.771,0.41,1,,0.0,,1.0,67144,62804.97,retention_bonus,3500.0,short_term_retention
E00313,2024-11-01,BU02,IT,IC1,0.687,0.46,3.12,0.6,0.657,0,,0.0,,0.0,28067,124778.33,,,
E00314,2024-11-01,BU08,IT,IC1,8.966,0.707,3.61,0.843,0.287,0,,,,,95656,92332.54,,,
E00315,2024-11-01,BU08,IT,IC1,5.938,0.68,3.54,0.6,0.615,0,,,,,44761,98817.7,,,
E00316,2024-11-01,BU01,IT,IC1,9.966,0.643,3.12,1.519,0.316,0,,0.0,,0.0,98318,162034.65,,,
E00317,2024-11-01,BU08,IT,IC1,10.645,0.635,3.25,0.726,0.649,0,,0.0,,0.0,68690,140715.05,,,
E00318,2024-11-01,BU05,IT,IC1,6.127,0.533,2.86,1.181,0.52,0,,,,,74634,181928.39,,,
E00319,2024-11-01,BU02,IT,IC1,8.329,0.616,2.69,1.396,0.645,0,,0.0,,0.0,89527,41929.05,,,
E00320,2024-11-01,BU02,IT,IC1,7.285,0.576,2.87,0.63,0.657,0,,0.0,,1.0,73174,112078.47,retention_bonus,3500.0,short_term_retention
E00321,2024-11-01,BU06,IT,IC1,7.989,0.499,3.34,0.949,0.433,0,,,,,75774,136698.81,,,
E00322,2024-11-01,BU09,IT,IC1,10.363,0.505,3.69,0.6,0.59,0,,,,,56526,50310.14,,,
E00323,2024-11-01,BU01,IT,IC1,10.198,0.537,2.75,0.863,0.342,0,,0.0,,0.0,68204,74475.27,,,
E00324,2024-11-01,BU06,IT,IC1,6.552,0.631,3.51,0.6,0.66,1,,,,,48746,68508.09,,,
E00325,2024-11-01,BU09,IT,IC1,5.194,0.64,3.23,0.775,0.515,0,,,,,53093,100981.2,,,
E00326,2024-11-01,BU08,IT,IC1,8.545,0.583,3.34,1.524,0.462,0,,0.0,,0.0,119091,208034.61,,,
E00327,2024-11-01,BU06,IT,IC1,2.207,0.636,3.11,0.6,0.317,0,,0.0,,0.0,45122,248473.31,,,
E00328,2024-11-01,BU03,IT,IC1,6.152,0.585,2.56,0.6,0.47,0,,0.0,,1.0,63197,69320.51,retention_bonus,3500.0,short_term_retention
E00329,2024-11-01,BU08,IT,IC1,3.647,0.578,3.47,0.741,0.668,0,,0.0,,0.0,62300,126737.87,,,
E00330,2024-11-01,BU09,IT,IC1,10.656,0.623,3.54,0.607,0.622,0,,0.0,,0.0,53704,128590.02,,,
E00331,2024-11-01,BU01,IT,IC1,6.001,0.483,3.2,0.656,0.567,0,,,,,71685,119056.93,,,
E00332,2024-11-01,BU09,IT,IC1,8.69,0.469,3.62,0.917,0.53,0,,0.0,,0.0,73600,119666.78,,,
E00333,2024-11-01,BU06,IT,IC1,10.031,0.533,3.54,0.6,0.621,0,,,,,43302,114646.6,,,
E00334,2024-11-01,BU06,IT,IC1,7.622,0.477,3.27,0.6,0.564,0,,0.0,,0.0,62036,213700.76,,,
E00335,2024-11-01,BU04,IT,IC1,6.631,0.596,4.14,0.6,0.589,0,,,,,40994,164232.01,,,
E00336,2024-11-01,BU01,IT,IC1,4.454,0.574,2.96,1.231,0.666,0,,0.0,,0.0,78904,62059.95,,,
E00337,2024-11-01,BU10,IT,IC1,10.497,0.615,3.56,0.618,0.351,0,,0.0,,0.0,63689,143057.22,,,
E00338,2024-11-01,BU08,IT,IC1,8.676,0.571,3.53,0.969,0.336,0,,0.0,,0.0,61625,149416.57,,,
E00339,2024-11-01,BU02,IT,IC1,8.873,0.642,3.54,0.955,0.46,1,,,,,75407,115227.16,,,
E00340,2024-11-01,BU01,IT,IC1,2.084,0.614,3.38,0.6,0.549,0,,0.0,,0.0,54370,166386.13,,,
E00341,2024-11-01,BU02,IT,IC1,1.421,0.43,3.53,0.846,0.463,1,,0.0,,0.0,82447,108831.79,,,
E00342,2024-11-01,BU01,IT,IC1,5.467,0.646,3.21,0.6,0.219,0,,0.0,,0.0,42961,109440.46,,,
E00343,2024-11-01,BU01,IT,IC1,1.41,0.594,3.43,1.061,0.675,0,,0.0,,0.0,98141,105607.4,,,
E00344,2024-11-01,BU09,IT,IC1,8.783,0.663,3.55,0.6,0.447,0,,,,,49374,40324.55,,,
E00345,2024-01-01,BU01,IT,IC1,3.477,0.598,2.71,0.6,0.454,0,,0.0,,1.0,33069,96446.74,comp_adjustment,5000.0,reduce_comp_gap
E00346,2024-11-01,BU04,IT,IC1,3.143,0.629,3.37,0.702,0.602,0,,0.0,,0.0,53370,74029.04,,,
E00347,2024-11-01,BU10,IT,IC1,8.917,0.511,3.69,0.637,0.651,0,,0.0,,0.0,51293,58631.29,,,
E00348,2024-11-01,BU06,IT,IC1,5.081,0.421,2.2,0.689,0.592,0,,0.0,,0.0,53230,190657.46,,,
E00349,2024-11-01,BU07,IT,IC1,4.69,0.52,3.35,0.6,0.408,0,,0.0,,0.0,64931,125469.61,,,
E00350,2024-11-01,BU02,IT,IC1,9.774,0.569,3.25,1.102,0.597,0,,,,,87925,98666.57,,,
E00351,2024-11-01,BU06,IT,IC1,0.055,0.43,3.45,0.703,0.424,0,,0.0,,0.0,55989,77556.65,,,
E00352,2024-11-01,BU07,IT,IC1,0.95,0.517,3.23,0.6,0.508,0,,,,,47001,114256.57,workload_rebalance,500.0,reduce_burnout_risk
E00353,2024-11-01,BU10,IT,IC1,9.158,0.627,3.84,0.604,0.608,0,,0.0,,0.0,40365,156227.99,,,
E00354,2024-01-01,BU10,IT,IC1,1.076,0.625,3.06,0.665,0.674,0,,0.0,,1.0,50825,68926.14,comp_adjustment,5000.0,reduce_comp_gap
E00355,2024-11-01,BU02,IT,IC1,10.155,0.552,3.6,0.6,0.624,0,,0.0,,0.0,30923,99782.96,,,
E00356,2024-11-01,BU02,IT,IC1,3.146,0.602,3.01,0.696,0.419,0,,0.0,,0.0,46453,147791.15,,,
E00357,2024-11-01,BU10,IT,IC1,10.418,0.585,3.28,1.358,0.683,0,,0.0,,0.0,92542,41844.89,,,
E00358,2024-11-01,BU07,IT,IC1,2.198,0.57,3.06,0.6,0.594,0,,0.0,,1.0,44883,97442.63,manager_coaching,1200.0,improve_manager_experience
E00359,2024-11-01,BU01,IT,IC1,0.0,0.532,3.52,0.669,0.613,0,,,,,74612,82433.27,,,
E00360,2024-11-01,BU08,IT,IC1,5.829,0.746,2.92,0.6,0.601,0,,,,,38977,94155.41,,,
E00361,2024-11-01,BU03,IT,IC1,4.033,0.676,2.82,1.397,0.57,0,,,,,111289,79793.12,,,
E00362,2024-11-01,BU06,IT,IC1,1.52,0.479,2.84,1.186,0.493,0,,,,,113910,106388.9,,,
E00363,2024-11-01,BU09,IT,IC1,4.778,0.536,3.26,1.165,0.387,0,,0.0,,0.0,73634,237650.82,,,
E00364,2024-11-01,BU06,IT,IC1,1.224,0.494,3.14,1.05,0.604,0,,,,,120203,86436.07,,,
E00365,2024-11-01,BU09,IT,IC1,8.772,0.678,3.96,0.88,0.672,0,,0.0,,0.0,67814,114027.56,,,
E00366,2024-11-01,BU07,IT,IC1,9.629,0.536,3.57,0.945,0.581,0,,0.0,,0.0,78353,245379.52,,,
E00367,2024-11-01,BU09,IT,IC1,2.563,0.631,3.41,1.037,0.834,0,,0.0,,0.0,93123,78074.47,,,
E00368,2024-11-01,BU02,IT,IC1,3.19,0.469,3.46,0.988,0.515,0,,0.0,,0.0,63761,226280.21,,,
E00369,2024-11-01,BU08,IT,IC1,1.35,0.591,3.31,0.6,0.721,0,,0.0,,0.0,34775,100239.82,,,
E00370,2024-11-01,BU08,IT,IC1,4.049,0.586,3.45,0.994,0.636,0,,,,,78916,222966.94,,,
E00371,2024-01-01,BU02,IT,IC1,1.859,0.49,3.28,0.6,0.563,0,,0.0,,1.0,50759,140156.65,comp_adjustment,5000.0,reduce_comp_gap
E00372,2024-11-01,BU04,IT,IC1,7.294,0.575,3.47,0.826,0.769,0,,0.0,,0.0,52097,114820.37,,,
E00373,2024-11-01,BU07,IT,IC1,7.206,0.593,3.26,0.836,0.747,0,,0.0,,0.0,66454,97089.81,,,
E00374,2024-11-01,BU04,IT,IC1,10.7,0.662,3.72,0.775,0.584,0,,0.0,,0.0,72999,75516.53,,,
E00375,2024-11-01,BU04,IT,IC1,3.042,0.706,3.36,0.968,0.511,0,,0.0,,0.0,63104,103469.45,,,
E00376,2024-11-01,BU06,IT,IC1,7.964,0.57,3.18,0.907,0.464,0,,0.0,,0.0,74795,149752.34,,,
E00377,2024-11-01,BU10,IT,IC1,4.23,0.563,3.93,0.6,0.537,0,,0.0,,0.0,46751,99411.72,,,
E00378,2024-11-01,BU06,IT,IC1,9.654,0.649,2.99,0.6,0.348,1,,0.0,,0.0,58986,86720.47,,,
E00379,2024-11-01,BU10,IT,IC1,9.336,0.682,3.6,0.969,0.701,0,,0.0,,0.0,80594,89328.27,,,
E00380,2024-11-01,BU03,IT,IC1,4.638,0.53,3.23,0.918,0.493,0,,,,,111355,156301.16,,,
E00381,2024-11-01,BU09,IT,IC1,5.273,0.632,3.82,0.925,0.667,0,,0.0,,0.0,126027,173554.7,,,
E00382,2024-11-01,BU10,IT,IC1,7.984,0.584,3.17,0.607,0.456,0,,,,,69671,74065.69,,,
E00383,2024-11-01,BU02,IT,IC1,1.897,0.402,3.36,1.221,0.553,0,,0.0,,0.0,80338,74017.8,,,
E00384,2024-11-01,BU06,IT,IC1,1.692,0.51,3.9,1.223,0.491,0,,0.0,,0.0,119797,118614.85,,,
E00385,2024-11-01,BU07,IT,IC1,5.029,0.466,3.52,0.6,0.372,0,,0.0,,0.0,47345,198851.76,,,
E00386,2024-11-01,BU09,IT,IC1,1.394,0.575,3.65,0.6,0.44,0,,0.0,,0.0,74637,167480.32,,,
E00387,2024-11-01,BU03,IT,IC1,1.637,0.476,3.46,0.946,0.437,0,,0.0,,0.0,78348,56930.81,,,
E00388,2024-11-01,BU10,IT,IC1,5.665,0.656,2.85,1.518,0.429,0,,,,,99385,88795.5,,,
E00389,2024-11-01,BU03,IT,IC1,10.1,0.676,3.37,0.6,0.545,0,,,,,40215,65785.44,,,
E00390,2024-11-01,BU07,IT,IC1,7.269,0.675,3.05,0.6,0.745,0,,0.0,,0.0,43097,88658.29,,,
E00391,2024-11-01,BU04,IT,IC1,1.473,0.599,2.41,0.6,0.29,0,,,,,60324,205851.43,,,
E00392,2024-11-01,BU08,IT,IC1,4.917,0.653,3.41,0.6,0.693,0,,,,,68337,52720.26,,,
E00393,2024-01-01,BU07,IT,IC1,5.027,0.573,3.46,0.91,0.839,0,,0.0,,1.0,88699,48263.75,comp_adjustment,5000.0,reduce_comp_gap
E00394,2024-11-01,BU05,IT,IC1,0.326,0.576,3.18,1.127,0.59,0,,0.0,,0.0,71764,68876.9,,,
E00395,2024-11-01,BU07,IT,IC1,6.141,0.485,3.5,0.6,0.509,0,,,,,56784,113801.98,,,
E00396,2024-11-01,BU03,IT,IC1,10.82,0.617,2.22,1.115,0.504,0,,0.0,,1.0,69270,132225.64,manager_coaching,1200.0,improve_manager_experience
E00397,2024-11-01,BU02,IT,IC1,3.291,0.431,3.7,1.039,0.447,0,,,,,66527,121756.36,,,
E00398,2024-11-01,BU06,IT,IC1,6.366,0.537,3.05,0.973,0.539,0,,,,,110278,169733.34,,,
E00399,2024-11-01,BU02,IT,IC1,6.062,0.465,2.91,0.965,0.383,0,,,,,63448,45230.95,,,
E00400,2024-11-01,BU03,IT,IC1,3.91,0.511,3.5,0.694,0.585,0,,0.0,,0.0,52361,170702.39,,,
E00401,2024-11-01,BU06,IT,IC1,7.146,0.733,3.38,0.6,0.586,0,,,,,70078,86897.33,,,
E00402,2024-11-01,BU05,IT,IC1,5.821,0.683,3.2,0.681,0.591,0,,1.0,2024-11-29,0.0,64181,138981.75,,,
E00403,2024-11-01,BU08,IT,IC1,7.584,0.558,3.52,0.6,0.52,0,,0.0,,0.0,34550,55126.4,,,
E00404,2024-11-01,BU09,IT,IC1,8.123,0.609,3.76,0.6,0.46,0,,,,,59547,100223.3,,,
E00405,2024-11-01,BU03,IT,IC1,4.575,0.668,3.29,0.839,0.604,0,,0.0,,0.0,57800,111217.98,,,
E00406,2024-11-01,BU10,IT,IC1,3.02,0.579,3.57,0.6,0.942,0,,,,,49496,168217.56,,,
E00407,2024-11-01,BU03,IT,IC1,7.658,0.655,3.56,0.638,0.56,0,,,,,86030,48999.28,,,
E00408,2024-11-01,BU03,IT,IC1,9.101,0.639,2.42,0.6,0.504,0,,,,,45479,101393.48,,,
E00409,2024-11-01,BU06,IT,IC1,1.719,0.552,3.16,0.72,0.693,0,,0.0,,0.0,70225,61363.45,,,
E00410,2024-11-01,BU01,IT,IC1,8.526,0.525,2.96,0.674,0.346,0,,0.0,,0.0,56854,125542.38,,,
E00411,2024-11-01,BU07,IT,IC1,10.366,0.566,2.64,0.729,0.646,0,,,,,62174,141870.92,,,
E00412,2024-11-01,BU01,IT,IC1,3.723,0.557,3.51,0.6,0.477,0,,0.0,,0.0,69156,178465.77,,,
E00413,2024-11-01,BU05,IT,IC1,8.194,0.721,2.83,0.6,0.667,0,,0.0,,0.0,37886,78602.77,,,
E00414,2024-11-01,BU10,IT,IC1,1.199,0.656,3.52,0.791,0.65,0,,0.0,,0.0,64028,151778.48,,,
E00415,2024-11-01,BU08,IT,IC1,4.764,0.521,3.24,1.6,0.477,0,,0.0,,0.0,133403,184486.43,,,
E00416,2024-11-01,BU04,IT,IC1,0.854,0.482,3.46,0.6,0.648,0,,,,,34722,47737.11,,,
E00417,2024-11-01,BU05,IT,IC1,6.658,0.501,3.33,0.846,0.755,1,,,,,58679,131726.18,,,
E00418,2024-11-01,BU04,IT,IC1,1.016,0.561,3.23,0.888,0.652,0,,,,,88711,153930.35,,,
E00419,2024-11-01,BU04,IT,IC1,6.149,0.706,3.14,0.839,0.824,0,,,,,66541,89009.52,,,
E00420,2024-11-01,BU08,IT,IC1,4.501,0.61,3.81,0.705,0.609,0,,0.0,,0.0,76175,57992.99,,,
E00421,2024-11-01,BU02,IT,IC1,2.39,0.576,2.9,0.6,0.596,0,,,,,26069,152856.61,,,
E00422,2024-11-01,BU01,IT,IC1,6.554,0.543,3.01,1.194,0.547,0,,0.0,,0.0,73820,58287.71,,,
E00423,2024-11-01,BU03,IT,IC1,10.021,0.682,4.0,0.6,0.751,0,,0.0,,0.0,45863,92287.81,,,
E00424,2024-11-01,BU09,IT,IC1,1.695,0.532,3.89,0.862,0.455,0,,0.0,,0.0,66733,98210.62,,,
E00425,2024-11-01,BU04,IT,IC1,0.986,0.543,3.27,0.616,0.437,0,,,,,59260,137987.39,,,
E00426,2024-11-01,BU10,IT,IC1,10.229,0.698,4.19,1.358,0.79,0,,0.0,,0.0,132909,75428.56,,,
E00427,2024-11-01,BU05,IT,IC1,8.969,0.605,3.59,0.6,0.354,0,,,,,72500,73486.93,,,
E00428,2024-11-01,BU02,IT,IC1,5.377,0.588,3.63,0.6,0.688,0,,,,,57560,104551.75,,,
E00429,2024-11-01,BU04,IT,IC1,2.437,0.538,2.82,0.6,0.671,0,,0.0,,0.0,35299,157282.87,,,
E00430,2024-11-01,BU02,IT,IC1,3.113,0.592,2.7,0.987,0.471,0,,0.0,,0.0,62467,279925.27,,,
E00431,2024-11-01,BU02,IT,IC1,6.76,0.654,2.71,0.854,0.484,0,,0.0,,0.0,79868,50744.52,,,
E00432,2024-11-01,BU04,IT,IC1,10.437,0.688,3.22,0.866,0.482,0,,0.0,,0.0,58210,115246.59,,,
E00433,2024-11-01,BU06,IT,IC1,4.383,0.894,2.9,0.665,0.231,0,,0.0,,0.0,50162,61327.57,,,
E00434,2024-11-01,BU07,IT,IC1,6.502,0.594,3.15,0.773,0.599,0,,,,,49001,158164.44,,,
E00435,2024-11-01,BU10,IT,IC1,5.347,0.418,3.38,0.732,0.506,0,,,,,72208,65550.78,,,
E00436,2024-11-01,BU03,IT,IC1,4.361,0.567,3.49,1.262,0.783,0,,0.0,,0.0,78103,73816.22,,,
E00437,2024-11-01,BU03,IT,IC1,8.309,0.609,3.44,1.002,0.488,0,,0.0,,0.0,96416,76707.41,,,
E00438,2024-11-01,BU10,IT,IC1,1.588,0.409,3.35,0.6,0.52,0,,0.0,,0.0,42266,96629.17,,,
E00439,2024-11-01,BU06,IT,IC1,7.951,0.604,3.79,1.114,0.756,0,,0.0,,0.0,71976,115654.71,,,
E00440,2024-11-01,BU03,IT,IC1,6.198,0.559,3.7,0.974,0.491,0,,0.0,,0.0,57377,124317.13,,,
E00441,2024-11-01,BU02,IT,IC1,5.331,0.617,2.84,0.706,0.691,1,,,,,57972,99740.8,retention_bonus,3500.0,short_term_retention
E00442,2024-11-01,BU08,IT,IC1,2.119,0.44,2.92,0.6,0.464,0,,,,,68916,54966.24,,,
E00443,2024-11-01,BU05,IT,IC1,6.27,0.516,3.23,1.107,0.769,1,,,,,69056,138750.03,retention_bonus,3500.0,short_term_retention
E00444,2024-11-01,BU01,IT,IC1,10.617,0.684,3.67,0.94,0.445,0,,0.0,,0.0,72047,97645.03,,,
E00445,2024-11-01,BU03,IT,IC1,7.644,0.655,3.45,0.6,0.272,0,,,,,41352,168671.13,,,
E00446,2024-11-01,BU10,IT,IC1,6.234,0.593,3.32,0.6,0.432,0,,0.0,,0.0,46054,72725.18,,,
E00447,2024-11-01,BU08,IT,IC1,1.478,0.653,3.49,1.252,0.712,0,,,,,100715,48625.43,,,
E00448,2024-11-01,BU04,IT,IC1,1.58,0.551,3.85,0.6,0.549,0,,,,,55426,98480.49,,,
E00449,2024-01-01,BU07,IT,IC1,6.209,0.464,3.28,0.6,0.514,0,,0.0,,1.0,66643,179172.48,comp_adjustment,5000.0,reduce_comp_gap
E00450,2024-11-01,BU10,IT,IC1,4.348,0.735,3.77,1.365,0.423,0,,0.0,,0.0,86607,107511.11,,,
E00451,2024-11-01,BU02,IT,IC1,7.732,0.569,3.17,0.606,0.337,0,,0.0,,0.0,70418,91406.7,,,
E00452,2024-11-01,BU07,IT,IC1,10.568,0.433,3.18,1.105,0.685,0,,,,,72496,67593.65,,,
E00453,2024-11-01,BU05,IT,IC1,5.914,0.629,3.03,0.701,0.555,0,,0.0,,0.0,81888,220558.97,,,
E00454,2024-11-01,BU05,IT,IC1,3.943,0.624,2.98,0.6,0.627,0,,,,,28543,62919.05,,,
E00455,2024-11-01,BU06,IT,IC1,1.585,0.543,3.69,0.6,0.58,0,,,,,50439,72149.67,,,
E00456,2024-11-01,BU09,IT,IC1,1.361,0.526,3.27,1.094,0.441,0,,0.0,,0.0,70545,129241.87,,,
E00457,2024-11-01,BU06,IT,IC1,5.383,0.624,3.12,1.488,0.402,0,,,,,97312,43378.37,,,
E00458,2024-11-01,BU08,IT,IC1,6.771,0.537,3.21,0.715,0.521,0,,,,,61275,177458.36,,,
E00459,2024-11-01,BU07,IT,IC1,7.195,0.607,3.58,0.6,0.509,0,,,,,44549,132430.38,,,
E00460,2024-11-01,BU09,IT,IC1,9.363,0.474,3.83,0.707,0.505,0,,,,,44966,149878.38,,,
E00461,2024-11-01,BU04,IT,IC1,7.661,0.54,3.01,0.945,0.538,0,,0.0,,0.0,81581,128550.63,,,
E00462,2024-11-01,BU02,IT,IC1,1.106,0.496,3.33,0.895,0.691,0,,,,,55480,93006.06,,,
E00463,2024-11-01,BU07,IT,IC1,1.749,0.544,3.96,0.726,0.604,0,,0.0,,0.0,59723,61976.38,,,
E00464,2024-11-01,BU06,IT,IC1,7.932,0.681,3.45,0.634,0.331,0,,,,,74255,93891.16,,,
E00465,2024-11-01,BU01,IT,IC1,1.246,0.633,3.67,0.6,0.713,0,,0.0,,0.0,21687,64477.34,,,
E00466,2024-11-01,BU09,IT,IC1,10.048,0.629,3.43,1.6,0.653,0,,0.0,,0.0,120587,124454.49,,,
E00467,2024-11-01,BU09,IT,IC1,3.619,0.744,2.65,0.6,0.695,0,,0.0,,0.0,46357,143770.91,,,
E00468,2024-11-01,BU02,IT,IC1,5.87,0.444,3.12,0.983,0.583,0,,0.0,,0.0,65165,194364.27,,,
E00469,2024-11-01,BU03,IT,IC1,7.499,0.627,3.03,0.6,0.55,0,,,,,32970,118210.35,,,
E00470,2024-11-01,BU05,IT,IC1,3.368,0.69,3.38,0.794,0.289,0,,,,,51643,151597.52,,,
E00471,2024-11-01,BU05,IT,IC1,4.057,0.545,3.53,0.995,0.514,0,,,,,92563,87483.92,,,
