business_unit_id,period_start,revenue,operating_margin_pct,productivity_index,quality_incidents,avg_vacancy_days,headcount_proxy
BU012,2024-04-01,2595203.41,0.207,1.221,3,19.6,53
BU012,2024-05-01,1636026.91,0.189,1.081,0,43.1,33
BU012,2024-06-01,2779631.27,0.16,1.089,5,42.6,55
BU012,2024-07-01,2179605.87,0.218,0.929,1,48.8,62
BU012,2024-08-01,1969949.48,0.202,0.902,5,21.8,54
BU012,2024-09-01,1809252.55,0.164,0.897,3,51.3,33
BU012,2024-10-01,2275068.06,0.127,1.001,1,31.1,34
BU012,2024-11-01,1654994.62,0.155,1.166,7,59.5,64
BU012,2024-12-01,1974877.31,0.192,1.275,5,64.1,63
BU012,2025-01-01,1764643.74,0.155,1.052,2,42.5,50
BU012,2025-02-01,2384908.67,0.143,1.05,3,27.7,58
BU012,2025-03-01,2318280.44,0.133,1.116,2,31.3,45
BU012,2025-04-01,2101959.77,0.193,0.948,3,37.5,74
BU012,2025-05-01,2092204.17,0.165,1.104,3,34.8,45
BU012,2025-06-01,1478343.25,0.103,1.067,1,16.0,65
BU012,2025-07-01,1960506.22,0.175,0.876,1,26.9,41
BU012,2025-08-01,2012554.6,0.144,1.041,1,53.2,57
BU012,2025-09-01,2278874.41,0.172,0.868,1,54.3,34
BU012,2025-10-01,1546603.24,0.251,1.152,0,41.5,41
BU012,2025-11-01,1344383.64,0.333,1.028,1,40.9,36
BU012,2025-12-01,2102521.62,0.147,1.143,3,46.4,54
BU013,2020-01-01,2161733.56,0.23,1.073,6,45.4,59
BU013,2020-02-01,2890858.66,0.129,1.247,2,52.3,66
BU013,2020-03-01,3304407.52,0.237,1.19,4,51.7,76
BU013,2020-04-01,3474338.68,0.179,0.963,2,62.1,71
BU013,2020-05-01,2491414.15,0.199,1.021,5,29.4,62
BU013,2020-06-01,3057235.19,0.115,0.967,5,51.7,55
BU013,2020-07-01,2920812.84,0.212,0.939,1,29.3,49
BU013,2020-08-01,2919665.29,0.22,0.955,6,48.8,65
BU013,2020-09-01,2058357.94,0.153,0.839,2,28.7,54
BU013,2020-10-01,2319930.47,0.292,1.029,2,51.6,80
BU013,2020-11-01,2837874.44,0.198,0.878,2,58.9,56
BU013,2020-12-01,2109027.44,0.147,0.928,5,28.1,57
BU013,2021-01-01,2797605.32,0.208,1.022,1,38.9,56
BU013,2021-02-01,2701726.45,0.176,0.902,1,26.8,66
BU013,2021-03-01,3120272.33,0.112,0.845,4,27.9,67
BU013,2021-04-01,3081013.01,0.234,0.965,2,30.5,56
BU013,2021-05-01,2955057.32,0.188,0.911,0,28.1,71
BU013,2021-06-01,3090946.33,0.138,1.081,1,45.6,69
BU013,2021-07-01,3056384.1,0.095,0.897,6,45.4,58
BU013,2021-08-01,2442514.18,0.094,1.133,4,30.4,39
BU013,2021-09-01,2128699.35,0.175,1.077,8,33.1,58
BU013,2021-10-01,2025793.42,0.183,1.028,4,40.1,56
BU013,2021-11-01,2282830.02,0.15,1.118,3,44.0,71
BU013,2021-12-01,2551237.01,0.196,1.051,1,41.0,52
BU013,2022-01-01,3085869.44,0.213,1.304,0,35.1,74
BU013,2022-02-01,2609213.26,0.192,0.788,3,17.6,64
BU013,2022-03-01,2785482.82,0.18,1.014,2,59.1,68
BU013,2022-04-01,2951616.56,0.118,0.996,3,50.9,50
BU013,2022-05-01,2980276.98,0.223,0.866,4,43.9,72
BU013,2022-06-01,3240207.63,0.136,0.888,2,53.2,54
BU013,2022-07-01,2311859.6,0.245,1.161,3,20.6,72
BU013,2022-08-01,2642554.1,0.167,0.996,2,50.1,51
BU013,2022-09-01,2952889.61,0.105,0.75,5,47.0,66
BU013,2022-10-01,2694646.02,0.242,1.2,1,51.0,45
BU013,2022-11-01,2865095.56,0.155,0.819,3,37.3,54
BU013,2022-12-01,2742658.83,0.185,0.973,2,45.7,56
BU013,2023-01-01,2451364.62,0.134,0.924,4,28.5,54
BU013,2023-02-01,3124545.15,0.226,1.051,6,37.4,54
BU013,2023-03-01,3233240.28,0.079,0.927,4,54.8,63
BU013,2023-04-01,2914916.99,0.1,0.972,3,47.6,53
BU013,2023-05-01,3023073.57,0.103,0.99,2,19.8,40
BU013,2023-06-01,3436576.72,0.287,0.99,1,36.7,60
BU013,2023-07-01,2370251.54,0.194,0.786,3,40.1,61
BU013,2023-08-01,2663687.06,0.172,1.076,2,38.1,64
BU013,2023-09-01,2888711.86,0.15,1.104,3,29.9,33
BU013,2023-10-01,2757220.95,0.215,1.043,2,53.1,57
BU013,2023-11-01,2301944.74,0.101,0.984,4,50.1,65
BU013,2023-12-01,2899612.13,0.131,0.984,5,41.1,53
BU013,2024-01-01,2495545.33,0.178,1.16,3,38.4,89
BU013,2024-02-01,3705487.47,0.15,1.077,5,24.4,59
BU013,2024-03-01,3097385.3,0.232,1.051,5,46.5,47
BU013,2024-04-01,2997050.02,0.172,1.09,5,31.0,57
BU013,2024-05-01,2962582.95,0.058,1.001,5,47.1,83
BU013,2024-06-01,2297092.63,0.122,0.982,1,35.2,65
BU013,2024-07-01,2683200.42,0.266,0.928,0,27.9,47
BU013,2024-08-01,1546800.62,0.135,1.127,3,45.2,70
BU013,2024-09-01,3213981.45,0.204,0.902,2,47.1,72
BU013,2024-10-01,3097996.22,0.283,0.916,2,30.8,70
BU013,2024-11-01,2964224.28,0.317,1.042,2,32.0,51
BU013,2024-12-01,2844703.28,0.115,0.857,0,29.9,59
BU013,2025-01-01,2710094.77,0.315,1.048,3,39.9,79
BU013,2025-02-01,3957335.81,0.159,1.047,7,35.1,73
BU013,2025-03-01,2640867.01,0.259,1.027,4,33.3,58
BU013,2025-04-01,2721439.46,0.135,1.036,4,34.0,80
BU013,2025-05-01,2630176.26,0.103,1.151,1,36.6,70
BU013,2025-06-01,2787556.89,0.238,1.15,3,55.7,87
BU013,2025-07-01,2567354.94,0.14,0.868,3,50.2,78
BU013,2025-08-01,2770091.67,0.222,0.913,3,29.9,35
BU013,2025-09-01,1997139.19,0.092,1.081,6,36.5,57
BU013,2025-10-01,2833870.43,0.3,1.071,3,42.2,66
BU013,2025-11-01,1902929.24,0.166,1.145,2,48.4,54
BU013,2025-12-01,2955893.32,0.154,1.295,7,51.4,75
BU014,2020-01-01,2024617.89,0.206,0.997,1,32.8,38
BU014,2020-02-01,1917313.12,0.054,1.104,1,37.3,42
BU014,2020-03-01,1852550.49,0.264,1.202,4,36.0,28
BU014,2020-04-01,1569372.67,0.222,1.121,0,37.0,22
BU014,2020-05-01,2060090.91,0.148,1.206,1,47.6,27
BU014,2020-06-01,2039287.65,0.097,1.017,4,37.9,34
BU014,2020-07-01,1621985.44,0.195,0.925,5,42.6,36
BU014,2020-08-01,1356141.22,0.244,1.028,4,50.0,47
BU014,2020-09-01,1538925.67,0.207,0.982,3,51.3,43
BU014,2020-10-01,2094385.43,0.19,1.05,2,43.0,28
BU014,2020-11-01,1521944.63,0.192,1.056,1,31.1,45
BU014,2020-12-01,1784285.16,0.284,0.964,5,53.4,38
BU014,2021-01-01,1584988.31,0.271,1.157,3,53.9,26
BU014,2021-02-01,1865252.72,0.165,0.848,9,49.1,30
BU014,2021-03-01,1372214.74,0.234,0.892,2,44.5,27
BU014,2021-04-01,1611158.76,0.172,1.057,3,43.4,42
BU014,2021-05-01,1969643.22,0.191,0.985,1,57.9,36
BU014,2021-06-01,1841970.45,0.154,1.037,5,43.8,32
BU014,2021-07-01,1253473.72,0.099,0.902,2,30.3,31
BU014,2021-08-01,1491092.94,0.241,0.983,5,42.2,21
BU014,2021-09-01,1321956.37,0.171,1.137,4,48.9,30
BU014,2021-10-01,1465694.8,0.188,1.058,3,34.1,47
BU014,2021-11-01,934970.06,0.195,1.092,2,38.8,22
BU014,2021-12-01,1445414.07,0.071,0.659,1,44.8,49
BU014,2022-01-01,1231610.72,0.095,0.994,2,41.3,27
BU014,2022-02-01,2006226.03,0.192,1.173,3,42.7,33
BU014,2022-03-01,1146558.54,0.256,0.961,5,60.8,43
BU014,2022-04-01,2200493.0,0.059,1.108,3,63.4,25
BU014,2022-05-01,1654339.07,0.169,0.819,3,43.2,19
BU014,2022-06-01,1884774.09,0.161,1.243,2,8.0,37
BU014,2022-07-01,1305789.26,0.258,1.008,3,42.3,49
BU014,2022-08-01,1594945.3,0.127,0.985,3,45.6,33
BU014,2022-09-01,1312662.05,0.236,0.912,1,45.6,12
BU014,2022-10-01,552390.86,0.155,1.185,3,28.0,41
BU014,2022-11-01,1188204.81,0.195,0.908,2,38.5,21
BU014,2022-12-01,1792917.78,0.178,1.26,3,51.0,29
BU014,2023-01-01,1565579.21,0.207,0.987,3,58.3,24
BU014,2023-02-01,2305678.04,0.058,1.03,4,40.0,30
BU014,2023-03-01,2106330.71,0.156,1.026,3,17.1,42
BU014,2023-04-01,2421134.94,0.248,1.147,2,49.7,38
BU014,2023-05-01,1902861.45,0.099,1.052,2,48.6,38
BU014,2023-06-01,1931411.55,0.192,1.029,5,42.8,36
BU014,2023-07-01,944946.54,0.22,0.898,3,47.2,27
BU014,2023-08-01,1645100.45,0.183,1.01,2,37.6,23
BU014,2023-09-01,761541.99,0.29,0.879,3,48.7,5
BU014,2023-10-01,799719.17,0.122,1.173,5,22.9,40
BU014,2023-11-01,1194881.27,0.085,0.924,3,24.8,21
BU014,2023-12-01,2040490.42,0.16,1.0,0,29.2,38
BU014,2024-01-01,1633401.43,0.222,0.802,4,78.3,46
BU014,2024-02-01,2035376.94,0.213,0.796,0,31.6,27
BU014,2024-03-01,1341177.6,0.215,1.035,3,40.0,31
BU014,2024-04-01,1290930.7,0.139,0.98,2,44.5,17
BU014,2024-05-01,1836078.98,0.17,0.868,2,46.1,41
BU014,2024-06-01,1992723.04,0.243,1.025,2,45.6,20
BU014,2024-07-01,1892962.25,0.283,0.824,1,35.3,43
BU014,2024-08-01,1322439.68,0.155,1.067,5,59.6,30
BU014,2024-09-01,1397472.23,0.219,0.864,6,36.2,28
BU014,2024-10-01,927708.99,0.183,1.047,3,61.6,35
BU014,2024-11-01,1947515.35,0.02,0.87,3,49.6,37
BU014,2024-12-01,1070347.46,0.245,1.036,5,45.6,45
BU014,2025-01-01,1640798.39,0.252,0.96,3,55.8,23
BU014,2025-02-01,1607927.16,0.197,1.124,3,35.1,30
BU014,2025-03-01,793082.11,0.125,0.836,6,53.3,34
BU014,2025-04-01,2009474.64,0.177,1.155,1,54.7,21
BU014,2025-05-01,2316761.59,0.173,1.142,4,37.0,49
BU014,2025-06-01,1520833.35,0.106,0.917,0,40.8,27
BU014,2025-07-01,960768.65,0.201,0.929,4,30.2,22
BU014,2025-08-01,1719673.44,0.24,0.893,5,38.0,23
BU014,2025-09-01,963784.46,0.174,1.024,4,27.8,20
BU014,2025-10-01,1793379.12,0.066,0.88,4,16.6,38
BU014,2025-11-01,1364980.71,0.159,0.897,4,55.8,25
BU014,2025-12-01,1800010.47,0.217,0.914,2,44.1,32
BU015,2020-01-01,2181563.56,0.243,1.137,5,46.4,45
BU015,2020-02-01,1898693.76,0.196,0.923,5,63.9,39
BU015,2020-03-01,2345711.52,0.175,0.893,4,62.0,41
BU015,2020-04-01,2921834.29,0.231,1.038,5,50.5,54
BU015,2020-05-01,1624674.6,0.199,0.961,2,38.5,37
BU015,2020-06-01,2384089.73,0.261,1.16,3,68.2,58
BU015,2020-07-01,1999407.11,0.225,0.937,5,53.9,22
BU015,2020-08-01,2305337.58,0.202,0.79,4,34.4,28
BU015,2020-09-01,1454246.52,0.165,1.198,4,56.5,52
BU015,2020-10-01,2161670.64,0.165,1.006,2,34.9,41
BU015,2020-11-01,2305839.68,0.2,1.083,2,43.7,36
BU015,2020-12-01,1312376.19,0.123,0.915,1,23.9,38
BU015,2021-01-01,1718589.55,0.153,1.032,2,69.5,57
BU015,2021-02-01,1884572.81,0.259,1.096,1,33.8,54
BU015,2021-03-01,2458304.51,0.078,1.021,4,25.9,51
BU015,2021-04-01,2152973.0,0.128,0.872,2,37.5,43
BU015,2021-05-01,1777010.69,0.254,1.114,3,59.8,28
BU015,2021-06-01,1617210.67,0.099,1.208,5,55.5,52
BU015,2021-07-01,1817341.24,0.137,0.909,5,43.2,26
BU015,2021-08-01,1343696.47,0.126,0.968,3,26.0,56
BU015,2021-09-01,1857009.15,0.21,1.116,0,34.0,38
BU015,2021-10-01,2005798.12,0.183,0.808,7,43.8,49
BU015,2021-11-01,2024817.64,0.142,1.319,1,31.4,49
BU015,2021-12-01,1689578.47,0.163,0.859,4,13.7,35
BU015,2022-01-01,2175785.87,0.133,1.07,4,39.0,55
BU015,2022-02-01,2284417.02,0.112,1.025,4,35.0,51
BU015,2022-03-01,1979661.16,0.286,1.122,6,21.3,45
BU015,2022-04-01,2133651.77,0.132,1.016,6,52.1,50
BU015,2022-05-01,2198741.4,0.127,0.884,7,69.7,25
BU015,2022-06-01,2146486.11,0.191,1.042,3,45.7,55
BU015,2022-07-01,1639223.5,0.09,0.961,0,27.1,39
BU015,2022-08-01,998122.62,0.158,1.265,4,18.9,45
BU015,2022-09-01,1871273.8,0.229,0.888,2,43.3,49
BU015,2022-10-01,1915183.59,0.125,1.038,3,42.9,59
BU015,2022-11-01,2274473.7,0.257,1.077,4,38.4,45
BU015,2022-12-01,2854406.84,0.043,1.141,6,41.6,46
BU015,2023-01-01,1410895.84,0.251,0.951,1,27.3,47
BU015,2023-02-01,1815744.83,0.161,0.94,2,36.8,32
BU015,2023-03-01,2051379.64,0.234,1.166,1,27.8,45
BU015,2023-04-01,2264876.65,0.226,1.041,4,39.4,42
BU015,2023-05-01,2191097.43,0.175,0.959,4,51.7,38
BU015,2023-06-01,2279312.03,0.13,0.987,4,34.1,48
BU015,2023-07-01,2281950.14,0.193,0.789,5,31.0,31
BU015,2023-08-01,1719308.2,0.197,1.127,4,18.4,32
BU015,2023-09-01,1619647.84,0.31,1.132,2,28.1,24
BU015,2023-10-01,1572332.73,0.249,0.822,4,59.9,53
BU015,2023-11-01,1721247.09,0.222,0.94,4,30.2,35
BU015,2023-12-01,2215153.04,0.051,1.045,4,38.8,35
BU015,2024-01-01,1948314.37,0.102,0.952,3,38.4,54
BU015,2024-02-01,2492166.83,0.357,1.031,2,35.4,41
BU015,2024-03-01,2218199.86,0.247,0.952,2,19.6,53
BU015,2024-04-01,2574994.68,0.193,1.216,2,44.9,34
BU015,2024-05-01,1847356.54,0.051,1.069,3,47.0,56
BU015,2024-06-01,2430568.26,0.065,1.055,4,3.8,32
BU015,2024-07-01,1878122.01,0.134,1.2,2,43.4,36
BU015,2024-08-01,1641318.02,0.211,0.971,2,40.3,51
BU015,2024-09-01,1935885.38,0.179,0.865,1,49.8,30
BU015,2024-10-01,1421880.92,0.159,0.876,2,63.1,26
BU015,2024-11-01,1371913.76,0.243,0.737,3,48.6,52
BU015,2024-12-01,2082639.27,0.161,1.03,4,34.3,59
BU015,2025-01-01,1776601.72,0.153,1.054,1,65.6,45
BU015,2025-02-01,1973265.63,0.083,1.049,2,32.8,53
BU015,2025-03-01,2105733.28,0.15,1.058,1,42.1,65
BU015,2025-04-01,1687617.25,0.179,0.806,2,55.4,25
BU015,2025-05-01,1653574.4,0.202,0.822,3,45.9,39
BU015,2025-06-01,2270270.78,0.143,1.027,2,38.1,53
BU015,2025-07-01,2605307.21,0.196,1.178,2,47.9,47
BU015,2025-08-01,1573039.22,0.235,1.063,1,40.0,40
BU015,2025-09-01,1040506.11,0.144,0.933,1,48.0,47
BU015,2025-10-01,2001529.35,0.138,0.794,3,39.9,45
BU015,2025-11-01,2269662.45,0.145,1.03,1,34.0,19
BU015,2025-12-01,1386404.02,0.231,1.087,7,37.5,60
BU016,2020-01-01,1727409.41,0.137,1.118,3,35.3,31
BU016,2020-02-01,2296977.74,0.168,1.311,3,39.4,62
BU016,2020-03-01,2199337.1,0.033,1.108,6,65.9,36
BU016,2020-04-01,2284685.18,0.137,1.12,3,28.3,68
BU016,2020-05-01,2098422.32,0.15,0.949,2,41.7,43
BU016,2020-06-01,1330680.97,0.238,0.932,4,50.3,43
BU016,2020-07-01,2022311.03,0.202,0.868,0,55.6,34
BU016,2020-08-01,1228647.94,0.117,1.116,5,47.7,49
BU016,2020-09-01,1827552.9,0.209,1.035,3,37.4,38
BU016,2020-10-01,1403402.65,0.11,1.176,2,41.8,48
BU016,2020-11-01,1814238.29,0.243,1.041,5,53.9,38
BU016,2020-12-01,1655559.93,0.1,1.024,3,38.9,39
BU016,2021-01-01,1463475.85,0.22,0.968,2,37.5,53
BU016,2021-02-01,1599162.72,0.225,0.681,2,51.6,37
BU016,2021-03-01,1932898.89,0.14,0.95,2,34.3,53
BU016,2021-04-01,2739970.64,0.107,1.001,5,56.8,32
BU016,2021-05-01,1615958.86,0.263,1.038,2,37.2,44
BU016,2021-06-01,1605458.56,0.139,1.331,1,44.0,41
BU016,2021-07-01,1746959.6,0.04,1.052,3,15.8,47
BU016,2021-08-01,1668660.95,0.011,1.025,6,41.5,32
BU016,2021-09-01,2051281.11,0.298,0.809,7,52.4,35
BU016,2021-10-01,1476305.97,0.147,1.021,4,46.1,48
BU016,2021-11-01,1948963.29,0.177,0.943,4,47.7,46
BU016,2021-12-01,2218777.39,0.207,0.907,3,49.4,50
BU016,2022-01-01,1739188.34,0.247,1.047,1,37.7,50
BU016,2022-02-01,2065910.69,0.093,0.88,1,61.2,38
BU016,2022-03-01,1918037.55,0.107,0.969,5,33.1,58
BU016,2022-04-01,2096792.17,0.146,1.01,3,39.2,48
BU016,2022-05-01,1861928.89,0.224,1.152,3,12.0,52
BU016,2022-06-01,1871675.84,0.148,0.806,0,36.3,43
BU016,2022-07-01,1405715.91,0.095,0.861,5,52.3,40
BU016,2022-08-01,1365989.79,0.213,1.152,2,39.3,44
BU016,2022-09-01,1296147.88,0.077,0.952,2,40.8,43
BU016,2022-10-01,1528505.0,0.195,1.012,3,56.2,50
BU016,2022-11-01,2035497.84,0.105,0.966,1,33.5,37
BU016,2022-12-01,987744.71,0.199,1.26,4,62.3,38
BU016,2023-01-01,2093842.03,0.191,1.055,4,30.6,47
BU016,2023-02-01,1594444.35,0.231,0.724,5,51.9,40
BU016,2023-03-01,1861814.76,0.184,1.11,1,57.3,43
BU016,2023-04-01,1503324.47,0.201,1.249,2,35.4,39
BU016,2023-05-01,1814854.64,0.131,0.896,2,30.9,47
BU016,2023-06-01,1596118.9,0.228,0.709,4,34.3,46
BU016,2023-07-01,2022561.62,0.238,0.923,2,51.8,54
BU016,2023-08-01,1782440.45,0.179,1.07,2,35.5,45
BU016,2023-09-01,1536897.38,0.086,0.994,1,44.6,49
BU016,2023-10-01,1843347.14,0.271,1.012,1,40.2,39
BU016,2023-11-01,1657086.71,0.162,1.09,0,52.6,47
BU016,2023-12-01,1156474.5,0.174,0.993,2,51.5,59
BU016,2024-01-01,2291578.88,0.203,1.195,3,36.3,66
BU016,2024-02-01,1811067.01,0.208,0.973,2,46.7,23
BU016,2024-03-01,1821376.53,0.169,1.16,2,48.5,45
BU016,2024-04-01,2128501.57,0.125,1.323,3,36.6,39
BU016,2024-05-01,2011144.11,0.259,0.971,3,38.7,50
BU016,2024-06-01,1678777.95,0.178,0.775,2,54.9,48
BU016,2024-07-01,2297735.98,0.232,1.067,1,52.5,31
BU016,2024-08-01,2108226.02,0.066,0.862,1,47.5,49
BU016,2024-09-01,1821027.89,0.222,0.871,2,50.6,42
BU016,2024-10-01,2190246.59,0.213,1.08,2,43.5,38
BU016,2024-11-01,1517118.9,0.201,1.055,3,23.0,33
BU016,2024-12-01,1524316.54,0.22,0.843,3,25.3,44
BU016,2025-01-01,2190849.21,0.177,0.908,3,53.3,58
BU016,2025-02-01,1579112.25,0.205,1.142,2,35.9,29
BU016,2025-03-01,3013584.74,0.24,1.244,4,36.2,44
BU016,2025-04-01,1875897.72,0.228,0.918,3,58.2,29
BU016,2025-05-01,1823234.6,0.149,0.838,4,49.4,38
BU016,2025-06-01,2133524.3,0.273,0.97,3,44.4,16
BU016,2025-07-01,2701809.58,0.192,1.268,1,15.7,52
BU016,2025-08-01,2383084.81,0.078,1.06,5,25.9,28
BU016,2025-09-01,2107031.76,0.176,1.084,3,47.9,40
BU016,2025-10-01,1200371.96,0.221,1.336,2,16.7,24
BU016,2025-11-01,1777399.37,0.118,1.064,4,47.8,43
BU016,2025-12-01,1841333.79,0.255,1.018,2,56.2,32
BU017,2020-01-01,1283494.3,0.117,1.083,1,32.4,39
BU017,2020-02-01,1695259.26,0.119,0.916,1,28.4,19
BU017,2020-03-01,1893301.05,0.155,1.177,3,54.5,32
BU017,2020-04-01,1330993.17,0.204,0.828,1,37.7,41
BU017,2020-05-01,1727177.45,0.203,0.952,2,65.2,44
BU017,2020-06-01,1459067.17,0.153,1.071,2,64.2,36
BU017,2020-07-01,1894794.21,0.095,1.036,2,26.9,26
BU017,2020-08-01,1453396.92,0.176,1.016,4,37.7,46
BU017,2020-09-01,1485521.32,0.224,1.021,2,36.6,22
BU017,2020-10-01,1493959.31,0.106,1.031,3,56.6,28
BU017,2020-11-01,967303.84,0.188,0.98,2,48.9,22
BU017,2020-12-01,1158135.03,0.133,1.026,4,44.7,34
BU017,2021-01-01,1231271.52,0.214,1.092,2,43.6,55
BU017,2021-02-01,1859796.95,0.23,1.09,4,70.0,52
BU017,2021-03-01,1396166.29,0.104,0.821,5,43.4,54
BU017,2021-04-01,1872376.75,0.116,0.859,3,46.9,31
BU017,2021-05-01,1093729.71,0.217,0.989,3,54.3,36
BU017,2021-06-01,1832118.49,0.233,1.276,4,27.0,52
BU017,2021-07-01,2198672.71,0.138,1.044,2,10.7,21
BU017,2021-08-01,1391649.17,0.203,0.98,5,59.0,34
BU017,2021-09-01,1144902.86,0.218,0.819,5,36.5,31
BU017,2021-10-01,1466465.23,0.131,0.911,1,38.7,23
BU017,2021-11-01,1089682.07,0.147,0.721,2,48.2,35
BU017,2021-12-01,1384440.1,0.227,1.059,1,36.8,36
BU017,2022-01-01,1634136.27,0.219,1.122,2,58.9,35
BU017,2022-02-01,1760955.98,0.191,0.931,3,35.1,33
BU017,2022-03-01,1829055.85,0.105,1.009,2,71.8,29
BU017,2022-04-01,1552762.16,0.169,1.007,5,48.5,30
BU017,2022-05-01,1350859.06,0.133,1.132,1,46.1,52
BU017,2022-06-01,1642250.75,0.206,1.05,1,38.4,52
BU017,2022-07-01,2413625.93,0.259,0.824,2,68.0,30
BU017,2022-08-01,1366968.8,0.173,0.803,5,55.3,47
BU017,2022-09-01,1300501.05,0.107,0.856,2,58.0,41
BU017,2022-10-01,1265587.62,0.045,1.061,5,32.5,43
BU017,2022-11-01,1433584.26,0.162,1.034,2,48.6,31
BU017,2022-12-01,934512.46,0.151,1.122,2,59.0,26
BU017,2023-01-01,1619345.64,0.097,1.195,1,39.7,39
BU017,2023-02-01,1867672.95,0.138,1.083,4,28.3,48
BU017,2023-03-01,1897955.28,0.237,0.94,2,50.7,42
BU017,2023-04-01,2042888.97,0.15,0.838,2,28.7,32
BU017,2023-05-01,1697251.44,0.182,0.943,2,57.5,41
BU017,2023-06-01,1331169.54,0.112,1.1,3,24.0,39
BU017,2023-07-01,1354046.56,0.171,0.908,3,28.9,37
BU017,2023-08-01,1163954.9,0.189,1.018,4,40.5,30
BU017,2023-09-01,1162715.05,0.173,0.93,1,42.4,32
BU017,2023-10-01,1095373.25,0.19,0.804,3,34.4,51
BU017,2023-11-01,1514671.05,0.191,1.003,1,43.9,33
BU017,2023-12-01,1630131.08,0.146,0.917,4,39.5,46
BU017,2024-01-01,584668.08,0.234,1.137,3,59.9,45
BU017,2024-02-01,1491619.07,0.085,1.182,2,61.1,37
BU017,2024-03-01,1594800.39,0.188,0.984,2,46.4,29
BU017,2024-04-01,1911566.95,0.132,0.832,2,37.9,6
BU017,2024-05-01,1943225.16,0.174,0.844,2,52.5,42
BU017,2024-06-01,1984165.12,0.071,0.883,3,61.1,52
BU017,2024-07-01,1378480.12,0.163,1.03,1,28.3,45
BU017,2024-08-01,1497426.96,0.058,0.996,3,42.6,30
BU017,2024-09-01,1979723.96,0.211,1.011,2,21.7,32
BU017,2024-10-01,817053.89,0.245,0.83,6,35.4,35
BU017,2024-11-01,1819943.63,0.035,1.182,4,35.7,27
BU017,2024-12-01,1640183.56,0.077,1.06,3,42.7,35
BU017,2025-01-01,1266622.63,0.2,1.01,5,34.3,23
BU017,2025-02-01,1721041.64,0.227,1.067,3,61.1,28
BU017,2025-03-01,1840788.66,0.202,1.005,3,41.3,23
BU017,2025-04-01,1665552.83,0.219,0.993,7,20.0,49
BU017,2025-05-01,2066557.54,0.194,1.076,4,31.4,35
BU017,2025-06-01,1646725.04,0.138,0.87,4,42.8,61
BU017,2025-07-01,1993350.37,0.155,0.952,3,20.5,28
BU017,2025-08-01,1468682.1,0.111,1.237,5,41.5,37
BU017,2025-09-01,811071.88,0.187,0.923,2,49.1,50
BU017,2025-10-01,1790060.26,0.119,1.052,2,48.5,46
BU017,2025-11-01,1230744.76,0.23,1.16,1,36.6,28
BU017,2025-12-01,2701990.26,0.076,1.027,2,33.4,36
BU018,2020-01-01,1887272.52,0.324,1.062,5,59.8,56
BU018,2020-02-01,1837016.23,0.184,1.109,2,22.7,52
BU018,2020-03-01,1952392.03,0.188,0.932,3,52.7,25
BU018,2020-04-01,1871798.7,0.096,0.936,2,49.2,39
BU018,2020-05-01,2425642.43,0.096,0.98,3,22.9,50
BU018,2020-06-01,1697560.63,0.199,1.1,2,44.0,43
BU018,2020-07-01,1406094.68,0.161,1.262,3,55.1,36
BU018,2020-08-01,1244861.85,0.256,0.982,2,42.7,34
BU018,2020-09-01,1155318.8,0.193,0.978,5,24.5,48
BU018,2020-10-01,1257530.96,0.249,1.038,4,37.2,45
BU018,2020-11-01,1322025.53,0.271,0.783,2,63.4,40
BU018,2020-12-01,2265484.04,0.124,0.962,4,25.1,36
BU018,2021-01-01,1747022.13,0.151,1.171,3,47.9,21
BU018,2021-02-01,2278249.34,0.178,1.259,1,43.2,40
BU018,2021-03-01,1959059.17,0.143,0.997,3,38.0,44
BU018,2021-04-01,2474240.48,0.167,0.874,2,44.1,48
BU018,2021-05-01,1437003.44,0.185,1.088,3,32.1,45
BU018,2021-06-01,1850649.22,0.207,1.018,6,49.8,30
BU018,2021-07-01,2261272.04,0.138,0.967,3,44.3,28
BU018,2021-08-01,1577238.61,0.171,1.243,1,27.9,43
BU018,2021-09-01,1650038.77,0.238,0.974,1,44.6,39
BU018,2021-10-01,2042513.32,0.149,0.969,2,34.3,43
BU018,2021-11-01,2237441.11,0.307,1.264,2,57.4,33
BU018,2021-12-01,2202329.52,0.186,0.817,2,40.8,38
BU018,2022-01-01,1888182.87,0.263,0.778,1,26.9,33
BU018,2022-02-01,2197228.95,0.131,0.965,6,45.4,55
BU018,2022-03-01,2468118.9,0.209,1.006,3,25.0,24
BU018,2022-04-01,2099123.51,0.166,1.158,9,41.6,33
BU018,2022-05-01,1262917.96,0.171,0.857,2,28.4,28
BU018,2022-06-01,1810894.76,0.248,0.985,3,28.7,52
BU018,2022-07-01,2331535.63,0.198,0.994,4,30.4,44
BU018,2022-08-01,2037060.64,0.188,0.917,4,41.2,56
BU018,2022-09-01,1197768.38,0.121,0.785,2,36.0,58
BU018,2022-10-01,1625978.92,0.312,1.056,3,45.2,27
BU018,2022-11-01,1861392.83,0.124,1.078,3,36.5,47
BU018,2022-12-01,1279009.8,0.095,1.037,2,44.4,36
BU018,2023-01-01,1788869.38,0.054,0.947,2,33.1,52
BU018,2023-02-01,1713194.65,0.118,0.879,3,53.2,56
BU018,2023-03-01,1992828.5,0.165,1.066,2,49.4,55
BU018,2023-04-01,2625337.02,0.13,1.03,3,23.4,53
BU018,2023-05-01,2147060.78,0.133,0.87,3,51.0,54
BU018,2023-06-01,1819621.32,0.142,1.027,5,47.6,24
