employee_id,effective_date,base_pay,bonus_target,compa_ratio,merit_pct,promo_flag
E00483,2024-11-01,114990.59,13798.87,1.373,0.02,1
E00483,2024-12-01,115749.49,11574.95,1.035,0.0,0
E00483,2025-04-01,117105.87,11710.59,0.907,0.02,0
E00483,2025-07-01,117794.34,5889.72,1.077,0.02,0
E00483,2025-11-01,121489.91,14578.79,1.031,0.03,0
E00484,2022-08-01,87689.58,7015.17,0.892,0.02,0
E00484,2023-05-01,92707.77,7416.62,1.144,0.03,0
E00484,2023-10-01,94428.97,4721.45,0.857,0.02,0
E00484,2024-12-01,98920.9,7913.67,0.992,0.03,0
E00484,2025-04-01,102493.17,8199.45,0.932,0.03,0
E00484,2025-06-01,108262.24,5413.11,1.204,0.05,0
E00484,2025-07-01,110101.39,16515.21,0.918,0.02,0
E00485,2021-02-01,61799.31,6179.93,0.98,0.03,0
E00485,2021-03-01,69705.38,6970.54,0.94,0.02,1
E00485,2022-04-01,72541.46,5803.32,1.189,0.04,0
E00485,2023-03-01,74382.98,8925.96,0.922,0.02,0
E00485,2023-07-01,73194.32,5855.55,1.015,0.0,0
E00485,2024-03-01,76658.07,11498.71,0.771,0.06,0
E00485,2025-10-01,81502.54,6520.2,1.005,0.06,0
E00486,2024-06-01,79947.23,6395.78,1.074,0.03,0
E00486,2025-03-01,81108.66,8110.87,0.873,0.02,0
E00486,2025-10-01,83112.54,8311.25,0.987,0.03,0
E00486,2025-12-01,96237.15,4811.86,0.757,0.05,1
E00487,2019-10-01,70106.0,5608.48,0.953,0.03,0
E00487,2023-05-01,74007.73,3700.39,1.014,0.05,0
E00487,2025-08-01,75741.91,11361.29,1.158,0.02,0
E00487,2025-11-01,76042.44,11406.37,0.887,0.0,0
E00488,2020-09-01,47547.72,3803.82,1.068,0.03,0
E00488,2020-10-01,46772.89,5612.75,0.777,0.0,0
E00488,2022-03-01,49088.73,4908.87,1.331,0.05,0
E00489,2023-02-01,104920.68,5246.03,0.978,0.02,0
E00489,2023-10-01,105014.71,10501.47,1.138,0.0,0
E00489,2024-02-01,109926.03,10992.6,1.068,0.04,0
E00489,2024-04-01,113169.06,5658.45,1.205,0.03,0
E00489,2025-08-01,119039.7,11903.97,0.929,0.05,0
E00489,2025-09-01,123760.78,6188.04,1.117,0.04,0
E00490,2024-03-01,77279.64,7727.96,0.661,0.05,0
E00490,2024-12-01,79647.99,11947.2,0.828,0.03,0
E00490,2025-07-01,84537.68,10144.52,0.964,0.05,0
E00491,2023-03-01,71221.61,5697.73,0.976,0.02,0
E00491,2024-04-01,73394.44,5871.55,1.051,0.04,0
E00491,2024-07-01,76105.13,9132.62,0.913,0.02,0
E00491,2025-03-01,77648.77,11647.32,0.951,0.03,0
E00491,2025-06-01,79380.4,6350.43,0.778,0.03,0
E00491,2025-08-01,80946.81,8094.68,0.878,0.02,0
E00492,2021-02-01,38090.24,3809.02,1.048,0.05,0
E00492,2022-06-01,39363.7,4723.64,0.991,0.05,0
E00492,2022-08-01,41290.87,3303.27,0.974,0.02,0
E00492,2022-12-01,43274.71,4327.47,1.037,0.05,0
E00492,2023-04-01,44830.99,5379.72,1.174,0.02,0
E00492,2025-08-01,45451.67,3636.13,0.894,0.0,0
E00492,2025-12-01,47671.98,2383.6,0.927,0.03,0
E00493,2020-09-01,38318.29,3831.83,1.166,0.04,0
E00493,2020-12-01,38165.08,3053.21,1.225,0.0,0
E00493,2021-04-01,38911.99,1945.6,1.016,0.0,0
E00493,2021-09-01,40225.81,2011.29,0.939,0.04,0
E00493,2021-12-01,41919.38,2095.97,1.196,0.03,0
E00493,2023-03-01,43049.87,2152.49,1.037,0.02,0
E00493,2023-10-01,43206.61,2160.33,1.122,0.02,0
E00493,2025-05-01,44867.15,2243.36,1.232,0.03,0
E00494,2021-01-01,73462.84,8815.54,1.016,0.03,1
E00494,2021-03-01,74577.46,7457.75,0.955,0.02,0
E00494,2024-03-01,78316.62,9397.99,1.056,0.05,0
E00494,2024-06-01,80926.8,4046.34,1.063,0.04,0
E00494,2025-01-01,82093.7,9851.24,0.949,0.02,0
E00494,2025-04-01,86335.04,4316.75,1.184,0.06,0
E00495,2023-12-01,75030.03,3751.5,1.105,0.06,0
E00495,2024-02-01,79030.26,9483.63,0.922,0.04,0
E00495,2024-10-01,79603.64,9552.44,1.01,0.0,0
E00495,2025-07-01,82027.37,12304.11,1.008,0.02,0
E00495,2025-08-01,92758.08,13913.71,1.164,0.04,1
E00496,2022-08-01,75119.08,6009.53,1.043,0.03,0
E00496,2022-10-01,79391.79,9527.01,1.038,0.05,0
E00496,2023-05-01,81287.4,6502.99,1.076,0.02,0
E00496,2024-07-01,83498.18,6679.85,0.918,0.03,0
E00497,2020-06-01,87513.27,4375.66,0.991,0.04,0
E00497,2022-06-01,87951.39,7036.11,0.865,0.0,0
E00497,2023-06-01,91852.72,9185.27,0.984,0.03,0
E00497,2023-11-01,94243.2,7539.46,1.035,0.03,0
E00497,2023-12-01,98387.15,4919.36,0.95,0.03,0
E00497,2024-03-01,99841.2,4992.06,1.077,0.02,0
E00498,2019-09-01,96133.21,9613.32,0.968,0.04,0
E00498,2020-04-01,96858.1,9685.81,0.796,0.03,0
E00498,2023-01-01,98955.6,9895.56,0.972,0.02,0
E00498,2023-04-01,103443.51,8275.48,0.843,0.03,0
E00498,2023-10-01,104362.63,10436.26,1.132,0.02,0
E00499,2023-09-01,42673.37,3413.87,1.135,0.02,0
E00499,2024-01-01,47481.8,2374.09,0.76,0.03,1
E00499,2024-11-01,49444.9,5933.39,0.821,0.04,0
E00500,2019-10-01,76056.92,3802.85,0.968,0.02,0
E00500,2020-01-01,78683.7,9442.04,0.952,0.03,0
E00500,2021-01-01,81465.65,12219.85,1.046,0.03,0
E00500,2021-05-01,84696.3,8469.63,0.886,0.04,0
E00500,2021-09-01,87299.25,6983.94,0.992,0.05,0
E00500,2023-08-01,89032.76,10683.93,0.922,0.02,0
E00501,2020-10-01,125001.7,12500.17,0.987,0.04,0
E00501,2021-12-01,130922.51,13092.25,1.154,0.04,0
E00501,2022-06-01,132419.61,10593.57,1.17,0.03,0
E00501,2023-11-01,136797.68,10943.81,0.751,0.04,0
E00501,2025-04-01,140393.94,14039.39,1.136,0.02,0
E00501,2025-05-01,145461.67,21819.25,1.325,0.04,0
E00502,2024-06-01,62021.85,9303.28,0.91,0.04,0
E00502,2024-08-01,64868.66,5189.49,1.04,0.03,0
E00502,2025-01-01,65756.22,5260.5,1.056,0.02,0
E00502,2025-08-01,66784.93,5342.79,1.038,0.03,0
E00502,2025-09-01,69494.88,3474.74,1.361,0.04,0
E00502,2025-10-01,73169.96,8780.39,1.161,0.05,0
E00503,2021-06-01,104984.69,10498.47,0.983,0.04,0
E00503,2021-11-01,109397.3,5469.86,1.35,0.04,0
E00503,2021-12-01,114817.0,5740.85,0.947,0.04,0
E00503,2022-04-01,118855.27,5942.76,0.962,0.04,0
E00503,2022-06-01,121805.81,6090.29,1.014,0.03,0
E00503,2022-08-01,126733.78,10138.7,0.936,0.03,0
E00503,2023-02-01,132907.43,10632.59,0.834,0.03,0
E00504,2022-10-01,76659.87,3832.99,0.98,0.02,0
E00504,2023-06-01,78343.43,3917.17,0.888,0.03,0
E00504,2023-09-01,80816.61,4040.83,1.015,0.03,0
E00504,2024-01-01,90435.51,4521.78,1.053,0.03,1
E00504,2024-03-01,92038.45,11044.61,0.859,0.02,0
E00504,2024-09-01,98216.01,4910.8,1.001,0.06,0
E00504,2025-01-01,100438.95,12052.67,1.194,0.04,0
E00505,2018-09-01,81949.22,6555.94,1.11,0.04,0
E00505,2018-12-01,83483.76,6678.7,1.204,0.02,0
E00505,2019-12-01,84627.19,4231.36,0.998,0.02,0
E00505,2021-07-01,88020.33,4401.02,1.038,0.02,0
E00505,2022-04-01,91224.75,4561.24,1.073,0.03,0
E00506,2024-09-01,107166.41,16074.96,0.741,0.04,0
E00506,2025-06-01,122241.79,18336.27,1.154,0.04,1
E00506,2025-09-01,128428.96,12842.9,1.064,0.04,0
E00507,2024-01-01,107407.92,12888.95,0.819,0.05,0
E00507,2024-06-01,110340.07,16551.01,1.043,0.02,0
E00507,2025-09-01,111042.97,11104.3,1.113,0.0,0
E00507,2025-12-01,113880.6,17082.09,1.053,0.03,0
E00508,2024-03-01,89972.96,7197.84,1.192,0.02,0
E00508,2024-05-01,93707.12,11244.85,1.086,0.05,0
E00508,2024-07-01,97992.52,11759.1,0.97,0.05,0
E00508,2024-10-01,101921.04,5096.05,1.0,0.04,0
E00508,2025-05-01,104525.62,8362.05,1.059,0.02,0
E00509,2022-12-01,127534.22,10202.74,0.985,0.06,0
E00509,2023-04-01,127843.62,6392.18,1.063,0.02,0
E00509,2023-09-01,135678.53,13567.85,0.829,0.06,0
E00509,2023-12-01,142136.75,7106.84,1.08,0.05,0
E00509,2024-04-01,146139.52,14613.95,0.889,0.03,0
E00509,2024-05-01,150630.27,22594.54,0.987,0.02,0
E00509,2024-07-01,150209.07,18025.09,0.921,0.0,0
E00509,2024-09-01,153478.85,18417.46,0.898,0.02,0
E00510,2025-02-01,129115.01,12911.5,0.958,0.04,0
E00510,2025-03-01,134470.46,13447.05,0.856,0.04,0
E00510,2025-05-01,137750.04,13775.0,1.155,0.03,0
E00510,2025-09-01,142796.84,17135.62,0.979,0.03,0
E00511,2021-03-01,131538.41,10523.07,1.176,0.02,0
E00511,2021-11-01,138961.28,11116.9,1.041,0.05,0
E00511,2022-10-01,139215.93,13921.59,1.04,0.02,0
E00512,2020-10-01,103385.69,10338.57,0.89,0.03,0
E00512,2021-12-01,109252.25,16387.84,1.053,0.04,0
E00512,2022-09-01,108546.41,8683.71,0.833,0.0,0
E00512,2024-02-01,114062.77,9125.02,1.005,0.05,0
E00512,2024-06-01,129315.31,10345.23,0.91,0.02,1
E00512,2024-07-01,135331.64,10826.53,1.032,0.03,0
E00512,2024-11-01,142945.49,17153.46,0.723,0.04,0
E00512,2025-05-01,158796.13,15879.61,1.006,0.0,1
E00513,2020-07-01,180971.18,21716.54,0.929,0.05,0
E00513,2020-12-01,181980.57,14558.45,1.137,0.02,0
E00513,2021-03-01,189585.88,15166.87,0.844,0.05,0
E00513,2022-03-01,193120.19,19312.02,0.725,0.02,0
E00513,2023-04-01,203655.89,20365.59,1.06,0.04,0
E00513,2024-01-01,213216.73,17057.34,1.005,0.05,0
E00513,2025-12-01,227654.71,18212.38,0.878,0.06,0
E00514,2019-07-01,44264.26,3541.14,1.279,0.02,0
E00514,2020-02-01,47163.34,4716.33,0.882,0.04,0
E00514,2020-08-01,49366.4,2468.32,0.955,0.04,0
E00514,2020-12-01,51065.56,7659.83,1.144,0.04,0
E00514,2022-09-01,51943.94,7791.59,1.049,0.03,0
E00514,2023-08-01,58340.74,5834.07,1.194,0.04,1
E00514,2023-11-01,59425.33,4754.03,0.933,0.02,0
E00515,2025-02-01,102960.46,12355.26,0.94,0.02,0
E00515,2025-04-01,106551.15,5327.56,0.952,0.04,0
E00515,2025-05-01,112782.18,5639.11,1.071,0.06,0
E00515,2025-08-01,112799.07,9023.93,0.666,0.0,0
E00515,2025-11-01,117340.29,9387.22,1.159,0.05,0
E00516,2019-11-01,98458.73,9845.87,1.059,0.03,0
E00516,2022-07-01,102777.92,8222.23,1.0,0.04,0
E00516,2023-07-01,106591.43,10659.14,1.002,0.03,0
E00516,2025-03-01,106386.92,8510.95,0.831,0.0,0
E00517,2021-11-01,70831.68,5666.53,1.078,0.03,0
E00517,2022-04-01,73625.81,7362.58,0.825,0.04,0
E00517,2022-10-01,83177.72,12476.66,1.131,0.03,1
E00517,2022-12-01,91715.75,11005.89,0.883,0.0,1
E00517,2023-04-01,92895.92,11147.51,1.073,0.02,0
E00517,2024-01-01,94854.5,11382.54,0.966,0.03,0
E00517,2025-01-01,96928.8,11631.46,0.974,0.02,0
E00518,2020-01-01,94787.21,11374.47,0.933,0.02,0
E00518,2020-03-01,98442.96,9844.3,1.093,0.05,0
E00518,2022-11-01,102384.36,10238.44,1.004,0.05,0
E00518,2023-07-01,104126.5,5206.32,1.011,0.02,0
E00518,2024-09-01,107339.01,10733.9,0.99,0.03,0
E00518,2025-01-01,107135.19,12856.22,1.085,0.0,0
E00518,2025-03-01,111741.54,8939.32,0.968,0.04,0
E00519,2024-08-01,70376.48,8445.18,1.076,0.02,0
E00519,2024-12-01,72525.92,7252.59,0.988,0.03,0
E00519,2025-06-01,75526.41,7552.64,1.232,0.04,0
E00520,2019-12-01,72102.77,8652.33,0.973,0.04,0
E00520,2021-07-01,77280.14,11592.02,1.214,0.06,0
E00520,2021-09-01,78071.5,3903.57,1.038,0.0,0
E00520,2023-05-01,81144.04,6491.52,0.962,0.03,0
E00520,2023-10-01,82702.71,8270.27,0.824,0.03,0
E00521,2023-05-01,43557.32,3484.59,0.97,0.02,0
E00521,2024-03-01,44674.73,3573.98,1.143,0.03,0
E00521,2024-10-01,46580.1,5589.61,0.848,0.04,0
E00521,2025-03-01,47741.98,2387.1,1.054,0.04,0
E00521,2025-11-01,50106.51,4008.52,0.983,0.04,0
E00521,2025-12-01,52145.54,5214.55,1.118,0.04,0
E00522,2018-12-01,66734.16,5338.73,1.081,0.02,0
E00522,2019-09-01,69014.81,3450.74,0.918,0.04,0
E00522,2020-05-01,70679.96,8481.6,1.09,0.03,0
E00522,2021-02-01,72667.66,8720.12,0.948,0.04,0
E00522,2021-09-01,76519.45,6121.56,0.966,0.05,0
E00522,2024-07-01,78092.26,3904.61,1.162,0.03,0
E00523,2024-09-01,105241.04,10524.1,1.036,0.02,0
E00523,2024-11-01,111608.06,5580.4,1.176,0.06,0
E00523,2025-02-01,115786.2,9262.9,1.135,0.03,0
E00524,2025-02-01,87940.44,4397.02,0.995,0.03,0
E00524,2025-03-01,93948.31,9394.83,0.899,0.06,0
E00524,2025-04-01,94646.45,14196.97,0.978,0.02,0
E00524,2025-05-01,97794.57,11735.35,1.095,0.03,0
E00524,2025-06-01,101940.73,5097.04,0.793,0.04,0
E00524,2025-07-01,103921.88,10392.19,0.869,0.02,0
E00524,2025-09-01,108161.65,10816.17,1.209,0.05,0
E00524,2025-12-01,113519.74,9081.58,1.072,0.05,0
E00525,2024-01-01,90325.71,9032.57,0.966,0.03,0
E00525,2024-05-01,94812.87,9481.29,0.898,0.04,0
E00525,2024-08-01,105875.64,10587.56,1.253,0.02,1
E00526,2022-05-01,69632.36,3481.62,1.044,0.02,0
E00526,2022-10-01,71585.65,3579.28,0.992,0.03,0
E00526,2023-06-01,73824.41,3691.22,0.969,0.05,0
E00526,2023-10-01,76358.5,6108.68,0.829,0.04,0
E00526,2024-03-01,77474.09,6197.93,0.842,0.03,0
E00526,2024-09-01,80043.88,6403.51,1.176,0.02,0
E00527,2024-04-01,113031.8,11303.18,0.921,0.03,0
E00527,2024-06-01,129300.73,19395.11,1.242,0.04,1
E00527,2024-09-01,132752.54,13275.25,1.1,0.03,0
E00527,2025-07-01,135134.69,10810.77,0.974,0.02,0
E00527,2025-10-01,137987.07,16558.45,0.841,0.03,0
E00528,2021-01-01,118628.28,5931.41,0.752,0.05,1
E00528,2021-08-01,124379.97,9950.4,0.974,0.04,0
E00528,2023-05-01,130511.94,15661.43,1.23,0.04,0
E00528,2023-08-01,131551.82,10524.15,0.804,0.0,0
E00528,2023-11-01,150350.08,12028.01,1.037,0.03,1
E00528,2024-04-01,161089.77,19330.77,1.234,0.06,0
E00528,2025-09-01,158082.09,15808.21,0.857,0.0,0
E00529,2023-09-01,65994.76,5279.58,1.142,0.0,0
E00529,2024-03-01,68231.34,3411.57,1.15,0.03,0
E00529,2024-11-01,76403.75,6112.3,1.048,0.02,1
E00529,2025-02-01,78559.19,7855.92,0.876,0.02,0
E00529,2025-05-01,80967.71,4048.39,0.908,0.03,0
E00530,2024-09-01,130708.54,15685.03,1.036,0.05,0
E00530,2024-10-01,132643.25,6632.16,1.031,0.0,0
E00530,2024-11-01,134104.57,6705.23,1.165,0.02,0
E00530,2024-12-01,143676.76,17241.21,0.911,0.06,0
E00530,2025-05-01,148595.88,11887.67,0.895,0.04,0
E00530,2025-06-01,168632.09,13490.57,0.872,0.05,1
E00531,2022-07-01,44457.18,6668.58,1.118,0.04,0
E00531,2023-09-01,50730.25,4058.42,0.984,0.04,1
E00531,2024-04-01,52036.25,4162.9,1.138,0.03,0
E00531,2024-09-01,54708.27,6564.99,0.997,0.05,0
E00531,2024-12-01,55348.34,4427.87,1.023,0.02,0
E00531,2025-04-01,57731.12,5773.11,0.86,0.04,0
E00532,2022-10-01,117838.2,5891.91,0.849,0.04,1
E00532,2023-02-01,121266.14,9701.29,0.901,0.03,0
E00532,2023-07-01,124221.63,18633.24,0.918,0.03,0
E00532,2024-04-01,130794.7,15695.36,0.769,0.05,0
E00532,2024-07-01,134083.28,16089.99,1.036,0.03,0
E00532,2024-09-01,137463.67,6873.18,0.913,0.02,0
E00533,2024-11-01,79645.38,11946.81,0.985,0.04,0
E00533,2025-01-01,80414.12,8041.41,0.931,0.02,0
E00533,2025-04-01,83334.79,10000.17,1.096,0.03,0
E00533,2025-07-01,84789.57,4239.48,1.018,0.0,0
E00534,2020-10-01,74606.27,8952.75,0.953,0.03,0
E00534,2021-02-01,77828.49,9339.42,0.888,0.04,0
E00534,2021-08-01,77001.48,9240.18,1.133,0.0,0
E00534,2022-07-01,76032.76,3801.64,0.849,0.0,0
E00534,2024-05-01,79551.78,9546.21,0.859,0.04,0
E00535,2018-06-01,40064.14,4807.7,1.023,0.02,0
E00535,2018-12-01,41005.52,2050.28,1.07,0.02,0
E00535,2023-04-01,41951.68,4195.17,1.045,0.03,0
E00536,2021-04-01,83167.77,4158.39,0.979,0.03,1
E00536,2022-03-01,84359.26,10123.11,1.219,0.02,0
E00536,2023-04-01,88254.09,4412.7,1.188,0.04,0
E00536,2023-12-01,90031.56,7202.52,1.132,0.02,0
E00536,2024-12-01,91978.61,7358.29,0.976,0.03,0
E00536,2025-02-01,95601.58,11472.19,1.023,0.05,0
E00536,2025-12-01,98509.53,7880.76,0.816,0.04,0
E00537,2019-07-01,60362.35,3018.12,1.155,0.03,0
E00537,2019-10-01,60551.56,6055.16,0.911,0.0,0
E00537,2020-02-01,62939.76,6293.98,1.218,0.05,0
E00537,2020-05-01,66434.62,6643.46,1.002,0.05,0
E00537,2020-08-01,68982.65,8277.92,0.905,0.05,0
E00537,2020-10-01,72946.78,7294.68,1.023,0.06,0
E00538,2024-10-01,126176.68,10094.13,1.055,0.05,0
E00538,2024-11-01,129382.4,10350.59,0.791,0.03,0
E00538,2024-12-01,147698.38,22154.76,1.08,0.03,1
E00538,2025-01-01,150692.42,12055.39,0.795,0.03,0
E00538,2025-02-01,158490.46,19018.86,1.005,0.03,0
E00538,2025-03-01,162257.15,12980.57,1.117,0.02,0
E00538,2025-08-01,167304.81,8365.24,1.114,0.02,0
E00538,2025-12-01,189536.28,18953.63,0.939,0.05,1
E00539,2024-11-01,109025.92,10902.59,0.972,0.03,1
E00539,2025-01-01,114041.93,13685.03,1.132,0.04,0
E00539,2025-04-01,117428.03,14091.36,1.114,0.04,0
E00539,2025-06-01,134182.95,16101.95,1.024,0.03,1
E00539,2025-10-01,138165.79,13816.58,0.832,0.02,0
E00540,2021-02-01,88429.48,8842.95,0.934,0.03,0
E00540,2022-02-01,89318.26,4465.91,0.928,0.02,0
E00540,2022-11-01,98034.13,4901.71,0.852,0.0,1
E00540,2023-05-01,101865.19,5093.26,1.169,0.03,0
E00541,2022-09-01,112054.0,8964.32,0.944,0.04,0
E00541,2023-12-01,115110.58,17266.59,0.992,0.04,0
E00541,2024-05-01,118446.25,9475.7,0.995,0.04,0
E00542,2023-05-01,86903.34,6952.27,0.926,0.03,0
E00542,2023-08-01,91103.29,4555.16,0.989,0.04,0
E00542,2023-09-01,95427.0,4771.35,1.159,0.05,0
E00542,2025-03-01,98016.89,7841.35,0.856,0.03,0
E00542,2025-09-01,104472.05,5223.6,1.225,0.05,0
E00542,2025-11-01,120038.31,14404.6,1.013,0.05,1
E00543,2022-12-01,77010.76,7701.08,0.93,0.03,0
E00543,2023-01-01,87558.56,13133.78,0.689,0.05,1
E00543,2023-06-01,90360.08,9036.01,1.083,0.05,0
E00543,2024-02-01,93537.15,11224.46,1.035,0.04,0
E00543,2024-04-01,95777.84,14366.68,0.708,0.03,0
E00543,2024-12-01,96011.9,14401.78,1.106,0.02,0
E00543,2025-09-01,98511.96,7880.96,0.889,0.04,0
E00544,2021-06-01,81391.56,8139.16,1.049,0.03,0
E00544,2022-04-01,83939.48,8393.95,0.834,0.04,0
E00544,2023-10-01,87155.14,10458.62,0.913,0.05,0
E00545,2023-05-01,124644.45,14957.33,0.933,0.03,0
E00545,2023-07-01,130004.59,13000.46,0.997,0.04,0
E00545,2024-05-01,132050.07,10564.01,0.783,0.02,0
E00545,2024-06-01,136325.4,16359.05,1.087,0.03,0
E00545,2024-11-01,140140.44,14014.04,0.859,0.03,0
E00545,2025-01-01,145333.9,11626.71,0.92,0.03,0
E00545,2025-05-01,149576.63,17949.2,0.975,0.03,0
E00546,2024-01-01,67661.25,5412.9,0.969,0.03,0
E00546,2024-07-01,68196.49,8183.58,1.171,0.03,0
E00546,2024-10-01,69699.8,3484.99,0.962,0.04,0
E00546,2025-09-01,72836.0,8740.32,1.141,0.05,0
E00547,2018-08-01,50006.53,5000.65,1.036,0.04,0
E00547,2021-08-01,51678.1,5167.81,1.0,0.03,0
E00547,2022-06-01,52819.55,5281.96,1.114,0.03,0
E00547,2024-04-01,56716.7,4537.34,1.206,0.06,0
E00547,2025-01-01,64925.09,5194.01,0.926,0.04,1
E00548,2024-01-01,80259.29,6420.74,0.951,0.05,0
E00548,2024-08-01,84538.74,8453.87,0.882,0.05,0
E00548,2024-10-01,87763.35,7021.07,0.975,0.03,0
E00549,2023-06-01,83904.36,12585.65,0.836,0.04,1
E00549,2023-08-01,97317.72,4865.89,0.854,0.05,1
E00549,2024-03-01,109345.9,8747.67,0.924,0.02,1
E00550,2024-03-01,98447.05,11813.65,1.249,0.03,0
E00550,2024-05-01,101430.1,12171.61,1.115,0.03,0
E00550,2024-08-01,103514.62,10351.46,1.019,0.02,0
E00550,2025-06-01,107409.16,5370.46,1.129,0.04,0
E00551,2024-11-01,79048.1,9485.77,1.018,0.03,0
E00551,2025-01-01,80985.77,9718.29,0.939,0.02,0
E00551,2025-02-01,85908.23,6872.66,0.899,0.05,0
E00551,2025-04-01,88284.89,7062.79,0.842,0.02,0
E00551,2025-05-01,91004.44,7280.36,1.141,0.03,0
E00551,2025-08-01,92586.02,4629.3,0.949,0.03,0
E00552,2025-06-01,96706.21,9670.62,0.878,0.05,0
E00552,2025-09-01,99682.58,4984.13,0.947,0.03,0
E00552,2025-11-01,105087.46,12610.5,1.029,0.06,0
E00553,2021-04-01,143151.21,11452.1,1.029,0.02,0
E00553,2023-07-01,146505.64,7325.28,0.915,0.02,0
E00553,2024-08-01,149051.14,11924.09,0.9,0.02,0
E00553,2024-10-01,146753.15,14675.32,1.074,0.0,0
E00553,2025-05-01,148989.87,22348.48,0.961,0.02,0
E00553,2025-06-01,166222.47,16622.25,1.054,0.02,1
E00553,2025-11-01,169653.53,25448.03,0.934,0.02,0
E00553,2025-12-01,173357.79,20802.93,1.093,0.04,0
E00554,2020-11-01,63371.99,7604.64,1.178,0.06,0
E00554,2023-11-01,64476.41,3223.82,0.954,0.04,0
E00554,2025-01-01,65959.06,7915.09,1.019,0.02,0
E00554,2025-03-01,69247.12,6924.71,1.048,0.04,0
E00555,2024-04-01,61698.29,4935.86,0.995,0.02,0
E00555,2024-05-01,63163.7,5053.1,0.924,0.03,0
E00555,2024-06-01,65876.15,7905.14,0.93,0.05,0
E00555,2024-11-01,68596.13,8231.54,1.077,0.03,0
E00555,2025-02-01,71061.95,7106.2,0.757,0.04,0
E00556,2019-04-01,108610.79,8688.86,1.196,0.04,0
E00556,2021-10-01,113902.53,9112.2,0.934,0.04,0
E00556,2022-10-01,115413.81,11541.38,1.036,0.03,0
E00556,2023-03-01,114477.73,11447.77,0.877,0.0,0
E00556,2023-10-01,119431.19,11943.12,0.929,0.03,0
E00557,2020-01-01,95081.54,7606.52,0.917,0.02,0
E00557,2021-09-01,95659.76,4782.99,1.03,0.02,0
E00557,2022-04-01,98066.59,14709.99,1.194,0.02,0
E00557,2022-09-01,99522.28,9952.23,1.022,0.02,0
E00557,2022-12-01,102867.58,10286.76,0.901,0.04,0
E00557,2024-03-01,106400.61,10640.06,0.794,0.02,0
E00557,2024-08-01,113184.58,11318.46,1.045,0.04,0
E00557,2025-06-01,128687.65,6434.38,0.946,0.04,1
E00558,2025-01-01,61132.09,7335.85,1.006,0.03,0
E00558,2025-03-01,64859.79,5188.78,0.854,0.05,0
E00558,2025-07-01,68111.33,5448.91,0.957,0.04,0
E00559,2023-11-01,107175.22,8574.02,1.159,0.05,0
E00559,2025-02-01,110403.03,11040.3,1.113,0.05,0
E00559,2025-08-01,115358.05,9228.64,0.964,0.04,0
E00559,2025-11-01,118155.37,5907.77,1.099,0.03,0
E00560,2024-03-01,45608.05,2280.4,0.97,0.06,0
E00560,2025-05-01,45583.92,4558.39,1.158,0.0,0
E00560,2025-12-01,47907.63,4790.76,0.874,0.05,0
E00561,2020-10-01,103109.64,5155.48,0.929,0.02,0
E00561,2023-01-01,106890.15,8551.21,0.962,0.04,0
E00561,2023-03-01,109515.72,10951.57,1.024,0.04,0
E00561,2023-08-01,114073.62,9125.89,1.054,0.04,0
E00561,2024-10-01,117867.11,11786.71,0.942,0.03,0
E00561,2025-04-01,120734.38,9658.75,1.156,0.03,0
E00562,2021-03-01,100928.69,8074.3,0.932,0.02,0
E00562,2021-12-01,106996.37,12839.56,0.77,0.06,0
E00562,2022-07-01,113361.26,9068.9,0.928,0.05,0
E00562,2023-02-01,117209.26,11720.93,0.939,0.03,0
E00562,2023-04-01,120927.58,6046.38,1.103,0.03,0
E00562,2024-06-01,124667.02,12466.7,0.925,0.02,0
E00562,2024-07-01,127160.49,19074.07,0.782,0.02,0
E00562,2025-12-01,145314.36,11625.15,0.94,0.03,1
E00563,2020-11-01,62180.66,7461.68,0.993,0.02,0
E00563,2022-01-01,62018.92,3100.95,0.954,0.02,0
E00563,2023-02-01,63246.28,7589.55,1.185,0.03,0
E00563,2025-05-01,70656.31,7065.63,1.015,0.02,1
E00563,2025-09-01,79453.59,6356.29,1.035,0.02,1
E00564,2023-09-01,97348.44,9734.84,0.903,0.03,0
E00564,2024-02-01,100114.25,12013.71,0.957,0.03,0
E00564,2024-10-01,117344.15,14081.3,1.221,0.06,1
E00564,2024-11-01,122134.76,6106.74,1.022,0.04,0
E00564,2024-12-01,126358.92,12635.89,1.039,0.04,0
E00564,2025-04-01,128684.12,12868.41,1.011,0.03,0
E00564,2025-11-01,132272.77,10581.82,1.072,0.03,0
E00564,2025-12-01,151295.11,12103.61,0.872,0.04,1
E00565,2023-07-01,65393.02,5231.44,0.939,0.03,0
E00565,2024-11-01,66681.95,3334.1,0.886,0.03,0
E00565,2025-03-01,70764.45,10614.67,0.925,0.05,0
E00566,2021-01-01,47636.09,2381.8,0.995,0.05,0
E00566,2021-07-01,48538.78,3883.1,0.866,0.02,0
E00566,2022-04-01,49144.2,5897.3,0.81,0.0,0
E00566,2024-02-01,50575.98,5057.6,1.135,0.03,0
E00567,2024-07-01,66364.26,7963.71,1.066,0.02,0
E00567,2024-10-01,67744.42,3387.22,0.999,0.03,0
E00567,2025-01-01,75802.72,3790.14,0.922,0.03,1
E00568,2022-11-01,127676.46,6383.82,1.071,0.05,1
E00568,2023-06-01,129994.97,10399.6,0.817,0.03,0
E00568,2023-10-01,137894.82,11031.59,0.913,0.05,0
E00568,2024-03-01,144701.7,11576.14,0.98,0.04,0
